policy_ref_id,entity_id,entity_legal_name,country_code,reporting_year,regulatory_regime,intl_agreement_name,intl_agreement_year,intl_agreement_body,temperature_pathway_c,jurisdiction_policy_regime,ndc_ambition_summary,national_net_zero_year,linked_scenario_ids,scenario_temp_pathways,scenario_includes_1_5c,linked_kpi_targets_json,carbon_price_eur_per_tco2e,carbon_price_applies_to_financed_emissions,ifrs_s2_para_refs,policy_context_narrative,intl_agreement_alignment_note,jurisdictional_commitment_summary,scenario_policy_assumption_note,target_informed_by_agreement_note,data_source,created_from
POLREF-ENT-FR-002-2023,ENT-FR-002,Atlas Retail Bank France SA,FR,2023,CSRD,Paris Agreement 2°C,2015,UNFCCC,2.0,EU CSRD / EU ETS / Loi Energie-Climat,EU: 55% by 2030 vs 1990,2050,[],[],0,"[{""kpi_code"": ""ENV-001"", ""kpi_name"": ""Scope 1 emissions"", ""target_value"": 313.2101, ""target_year"": 2030, ""baseline_year"": 2019}, {""kpi_code"": ""ENV-002"", ""kpi_name"": ""Scope 2 location-based emissions"", ""target_value"": 387.141, ""target_year"": 2030, ""baseline_year"": 2019}, {""kpi_code"": ""ENV-003"", ""kpi_name"": ""Total operational Scope 1 and 2 emissions"", ""target_value"": 700.3512, ""target_year"": 2030, ""baseline_year"": 2019}]",69.06,False,"§14(a), §22(i)(4), §22(ii)(1), §33(h), §34(a)","Atlas Retail Bank France SA operates within the European Union regulatory framework, notably adhering to the EU Corporate Sustainability Reporting Directive (CSRD), EU Emissions Trading System (EU ETS), and the French Loi Energie-Climat. These policies collectively shape the bank's approach to climate-related disclosures and emissions management. The bank has established operational emission reduction targets consistent with these regulations to guide its climate strategy through 2030.","The bank aligns its climate strategy with the Paris Agreement's 2°C temperature pathway, reflecting commitments made under the 2015 UNFCCC accord. Although a 1.5°C pathway is not adopted, the 2°C alignment demonstrates the bank's adherence to internationally recognized climate goals.",Atlas Retail Bank France SA operates under France's national commitment to achieve a 55% reduction in emissions by 2030 relative to 1990 levels and to reach net-zero carbon emissions by 2050. These targets are embedded within the EU's broader climate ambitions and directly influence the bank's reporting and emissions reduction efforts.,"The bank's emissions reduction targets and scenario analyses assume compliance with current EU and French climate policies such as the EU ETS and Loi Energie-Climat. These assumptions inform the operational scope 1 and 2 emissions targets set for 2030, aligning with regulatory expectations and sectoral pathways consistent with a 2.0°C world.","The bank’s operational emission targets for scope 1 and scope 2 emissions by 2030 are designed to support a trajectory compatible with the Paris Agreement’s 2°C goal. These targets reflect the integration of international climate commitments and jurisdictional policies, reinforcing the bank’s strategic intent to contribute to the EU's and France's climate objectives.",Derived: entity_master + scenario_model_out + esg_kpi_tracker + internal_carbon_price,generate_climate_policy_reference.py
POLREF-ENT-FR-002-2024,ENT-FR-002,Atlas Retail Bank France SA,FR,2024,CSRD,Paris Agreement 1.5°C,2015,UNFCCC,1.5,EU CSRD / EU ETS / Loi Energie-Climat,EU: 55% by 2030 vs 1990,2050,"[""NGFS_NET_ZERO_2050"", ""NGFS_DISORDERLY"", ""NGFS_HOT_HOUSE_WORLD""]","[1.5, 2.0, 3.5]",1,"[{""kpi_code"": ""ENV-001"", ""kpi_name"": ""Scope 1 emissions"", ""target_value"": 313.2101, ""target_year"": 2030, ""baseline_year"": 2019}, {""kpi_code"": ""ENV-002"", ""kpi_name"": ""Scope 2 location-based emissions"", ""target_value"": 387.141, ""target_year"": 2030, ""baseline_year"": 2019}, {""kpi_code"": ""ENV-003"", ""kpi_name"": ""Total operational Scope 1 and 2 emissions"", ""target_value"": 700.3512, ""target_year"": 2030, ""baseline_year"": 2019}]",69.75,False,"§14(a), §22(i)(4), §22(ii)(1), §33(h), §34(a)","Atlas Retail Bank France SA operates under the EU regulatory framework, including the CSRD, EU ETS, and the Loi Energie-Climat, which establish stringent climate-related reporting and emissions reduction requirements. The entity has set internal targets for reducing Scope 1 and Scope 2 emissions by 2030, aligned with these policies and reflecting EU-wide climate ambitions.","The entity's climate strategies are designed to align with the Paris Agreement's 1.5°C temperature pathway, ensuring that its transition plans correspond with international efforts to limit global warming.","France, as part of the EU, has committed to reducing emissions by 55% by 2030 compared to 1990 levels and aims for net-zero emissions by 2050. These commitments strongly influence the entity's regulatory environment and emissions reduction targets, reinforcing its alignment with regional climate objectives.","The entity's scenario analyses incorporate the 1.5°C temperature pathway and consider policy settings consistent with the EU's NDC and emissions trading system, providing a basis for its transition risk and opportunity assessments.","Atlas Retail Bank France SA's operational emissions targets for 2030 are informed by the Paris Agreement's goal to limit warming to 1.5°C, reflecting a commitment to contribute to the necessary emissions reductions. These targets translate international climate objectives into measurable KPIs that guide the entity’s emissions management strategies.",Derived: entity_master + scenario_model_out + esg_kpi_tracker + internal_carbon_price,generate_climate_policy_reference.py
POLREF-ENT-DE-003-2019,ENT-DE-003,Atlas Bank Deutschland AG,DE,2019,CSRD,Paris Agreement 2°C,2015,UNFCCC,2.0,EU CSRD / EU ETS / German Climate Action Programme,EU: 55% by 2030 vs 1990,2045,[],[],0,"[{""kpi_code"": ""ENV-001"", ""kpi_name"": ""Scope 1 emissions"", ""target_value"": 313.2101, ""target_year"": 2030, ""baseline_year"": 2019}, {""kpi_code"": ""ENV-002"", ""kpi_name"": ""Scope 2 location-based emissions"", ""target_value"": 387.141, ""target_year"": 2030, ""baseline_year"": 2019}, {""kpi_code"": ""ENV-003"", ""kpi_name"": ""Total operational Scope 1 and 2 emissions"", ""target_value"": 700.3512, ""target_year"": 2030, ""baseline_year"": 2019}]",33.55,True,"§14(a), §22(i)(4), §22(ii)(1), §33(h), §34(a)","Atlas Bank Deutschland AG operates under the regulatory regime of the EU CSRD, EU ETS, and the German Climate Action Programme, which together set stringent emission reduction targets. The bank has adopted an internal carbon price of EUR 33.5 per tonne of CO2 equivalent that specifically applies to its financed emissions, reflecting an integrated approach to managing climate-related risks and opportunities. Its climate KPI targets include ambitious reductions in operational Scope 1 and Scope 2 emissions by 2030 relative to the 2019 baseline.","The entity aligns its climate strategy with the Paris Agreement's 2°C temperature pathway, demonstrating commitment to internationally recognized climate goals. However, its scenario planning does not include the more stringent 1.5°C pathway.","Atlas Bank Deutschland AG's operations fall within the EU, which has committed to reducing greenhouse gas emissions by 55% by 2030 compared to 1990 levels, with a national net-zero target year of 2045 for Germany. These commitments shape the bank's emission reduction targets and compliance obligations under the EU CSRD and EU ETS frameworks.","The bank's climate scenario assumptions are based on the 2.0°C pathway, consistent with the Paris Agreement objectives but do not incorporate scenarios aligned with the 1.5°C target. This approach informs its risk assessments and strategic planning under IFRS S2 requirements.",Atlas Bank Deutschland AG's emission reduction targets for Scope 1 and Scope 2 emissions by 2030 are directly informed by the EU's NDC ambition and Germany's national climate commitments. These targets ensure the bank's operational alignment with the broader goals of the Paris Agreement and support its contributions to meeting jurisdictional climate objectives.,Derived: entity_master + scenario_model_out + esg_kpi_tracker + internal_carbon_price,generate_climate_policy_reference.py
POLREF-ENT-DE-003-2020,ENT-DE-003,Atlas Bank Deutschland AG,DE,2020,CSRD,Paris Agreement 2°C,2015,UNFCCC,2.0,EU CSRD / EU ETS / German Climate Action Programme,EU: 55% by 2030 vs 1990,2045,[],[],0,"[{""kpi_code"": ""ENV-001"", ""kpi_name"": ""Scope 1 emissions"", ""target_value"": 313.2101, ""target_year"": 2030, ""baseline_year"": 2019}, {""kpi_code"": ""ENV-002"", ""kpi_name"": ""Scope 2 location-based emissions"", ""target_value"": 387.141, ""target_year"": 2030, ""baseline_year"": 2019}, {""kpi_code"": ""ENV-003"", ""kpi_name"": ""Total operational Scope 1 and 2 emissions"", ""target_value"": 700.3512, ""target_year"": 2030, ""baseline_year"": 2019}]",39.24,True,"§14(a), §22(i)(4), §22(ii)(1), §33(h), §34(a)","Atlas Bank Deutschland AG operates under the regulatory regime of the EU CSRD, EU ETS, and the German Climate Action Programme, which collectively impose comprehensive reporting and emissions reduction obligations. The bank actively integrates an internal carbon price of EUR 39.2 per tCO2e on financed emissions to support its climate risk management and strategy development.","The entity's climate-related strategies are aligned with the Paris Agreement's 2°C temperature target, reflecting its commitment to international efforts to limit global warming. This alignment guides its emissions reduction initiatives and financial decisions in accordance with UNFCCC objectives.","Under the EU regulatory framework, Atlas Bank Deutschland AG is subject to the EU's 55% emissions reduction target by 2030 compared to 1990 levels, and Germany's national net-zero target set for 2045. These commitments necessitate measurable reductions in operational emissions and influence the bank's sustainability policies.","The entity assumes a 2.0°C temperature pathway in its scenario analysis, consistent with the Paris Agreement goals, but does not include a 1.5°C pathway in its assessments. This assumption informs its strategic planning and risk management frameworks.","Atlas Bank Deutschland AG has established linked climate KPI targets for reducing Scope 1, Scope 2 location-based, and total operational Scope 1 and 2 emissions by 2030 relative to a 2019 baseline. These targets are directly informed by the commitments and temperature pathway of the Paris Agreement, ensuring the bank's operational emissions align with the broader global climate objectives.",Derived: entity_master + scenario_model_out + esg_kpi_tracker + internal_carbon_price,generate_climate_policy_reference.py
POLREF-ENT-DE-003-2021,ENT-DE-003,Atlas Bank Deutschland AG,DE,2021,CSRD,Paris Agreement 2°C,2015,UNFCCC,2.0,EU CSRD / EU ETS / German Climate Action Programme,EU: 55% by 2030 vs 1990,2045,[],[],0,"[{""kpi_code"": ""ENV-001"", ""kpi_name"": ""Scope 1 emissions"", ""target_value"": 313.2101, ""target_year"": 2030, ""baseline_year"": 2019}, {""kpi_code"": ""ENV-002"", ""kpi_name"": ""Scope 2 location-based emissions"", ""target_value"": 387.141, ""target_year"": 2030, ""baseline_year"": 2019}, {""kpi_code"": ""ENV-003"", ""kpi_name"": ""Total operational Scope 1 and 2 emissions"", ""target_value"": 700.3512, ""target_year"": 2030, ""baseline_year"": 2019}]",42.39,True,"§14(a), §22(i)(4), §22(ii)(1), §33(h), §34(a)","Atlas Bank Deutschland AG operates within the EU regulatory framework including the Corporate Sustainability Reporting Directive (CSRD), the EU Emissions Trading System (ETS), and the German Climate Action Programme. These policies collectively aim to drive significant reductions in greenhouse gas emissions and enhance climate-related financial disclosures. The bank has established internal emission reduction targets consistent with these regulations, specifically targeting operational Scope 1 and 2 emissions reductions by 2030.","The entity's climate strategy aligns with the Paris Agreement’s 2°C temperature pathway, emphasizing efforts to limit global warming to well below 2 degrees Celsius. Although it does not explicitly incorporate a 1.5°C pathway, its targets support the global 2°C ambition as adopted under the UNFCCC framework.","Germany, as part of the EU, has committed to reducing emissions by 55% by 2030 compared to 1990 levels and aims for national net-zero emissions by 2045. These commitments are embedded within the EU CSRD, EU ETS, and the German Climate Action Programme, forming the foundation for national climate policy and regulatory expectations that affect the entity’s operations and disclosures.","The climate scenario assumptions are based on a 2.0°C pathway consistent with the Paris Agreement, reflecting moderate mitigation ambition. The internal carbon price set at EUR 42.4 per tonne of CO2 equivalent informs the financial evaluation of carbon-related impacts on the entity’s financed emissions.",The entity’s emission reduction targets for Scope 1 and Scope 2 emissions by 2030 are informed by the EU’s broader climate ambition under the Paris Agreement. These targets translate the 55% emissions reduction goal by 2030 into actionable and measurable KPIs that guide Atlas Bank Deutschland AG’s transition strategy within its operational boundary.,Derived: entity_master + scenario_model_out + esg_kpi_tracker + internal_carbon_price,generate_climate_policy_reference.py
POLREF-ENT-DE-003-2022,ENT-DE-003,Atlas Bank Deutschland AG,DE,2022,CSRD,Paris Agreement 2°C,2015,UNFCCC,2.0,EU CSRD / EU ETS / German Climate Action Programme,EU: 55% by 2030 vs 1990,2045,[],[],0,"[{""kpi_code"": ""ENV-001"", ""kpi_name"": ""Scope 1 emissions"", ""target_value"": 313.2101, ""target_year"": 2030, ""baseline_year"": 2019}, {""kpi_code"": ""ENV-002"", ""kpi_name"": ""Scope 2 location-based emissions"", ""target_value"": 387.141, ""target_year"": 2030, ""baseline_year"": 2019}, {""kpi_code"": ""ENV-003"", ""kpi_name"": ""Total operational Scope 1 and 2 emissions"", ""target_value"": 700.3512, ""target_year"": 2030, ""baseline_year"": 2019}]",46.84,True,"§14(a), §22(i)(4), §22(ii)(1), §33(h), §34(a)","Atlas Bank Deutschland AG operates under the EU regulatory regime, including the CSRD, EU ETS, and German Climate Action Programme. These policies collectively establish ambitious emission reduction targets and reporting requirements designed to align financial sector emissions with broader EU climate goals. The bank's internal carbon pricing at EUR 46.8 per tCO2e is applied to financed emissions to incentivize emission reductions in its portfolio.","Atlas Bank Deutschland AG aligns its climate strategy with the Paris Agreement's 2°C temperature pathway set under the UNFCCC framework. The entity's targets and disclosures reflect commitment to international climate goals, although it does not explicitly include a 1.5°C scenario in its assumptions.","The jurisdictional commitments for Germany and the EU include a legally binding 55% reduction in greenhouse gas emissions by 2030 compared to 1990 levels, with a net-zero target set for 2045. These commitments provide a clear regulatory trajectory that influences Atlas Bank Deutschland AG's climate-related disclosures and operational emission reduction targets.","The entity's scenario modeling incorporates a 2.0°C temperature pathway consistent with the Paris Agreement, but it does not use a 1.5°C pathway. This assumption reflects the current regulatory expectations and available scenario guidance relevant to its reporting period.","Atlas Bank Deutschland AG's emission reduction targets for Scope 1 and Scope 2 emissions by 2030 are developed in alignment with the wider EU and German national climate policies, which are informed by the Paris Agreement. These targets demonstrate the entity's commitment to contributing to the achievement of the 2°C temperature limit through defined operational emissions reductions.",Derived: entity_master + scenario_model_out + esg_kpi_tracker + internal_carbon_price,generate_climate_policy_reference.py
POLREF-ENT-DE-003-2023,ENT-DE-003,Atlas Bank Deutschland AG,DE,2023,CSRD,Paris Agreement 2°C,2015,UNFCCC,2.0,EU CSRD / EU ETS / German Climate Action Programme,EU: 55% by 2030 vs 1990,2045,[],[],0,"[{""kpi_code"": ""ENV-001"", ""kpi_name"": ""Scope 1 emissions"", ""target_value"": 313.2101, ""target_year"": 2030, ""baseline_year"": 2019}, {""kpi_code"": ""ENV-002"", ""kpi_name"": ""Scope 2 location-based emissions"", ""target_value"": 387.141, ""target_year"": 2030, ""baseline_year"": 2019}, {""kpi_code"": ""ENV-003"", ""kpi_name"": ""Total operational Scope 1 and 2 emissions"", ""target_value"": 700.3512, ""target_year"": 2030, ""baseline_year"": 2019}]",54.75,True,"§14(a), §22(i)(4), §22(ii)(1), §33(h), §34(a)","Atlas Bank Deutschland AG's climate-related disclosures are guided by the EU's regulatory frameworks, including the CSRD, EU ETS, and the German Climate Action Programme, which collectively aim to reduce greenhouse gas emissions. The bank has set operational emissions targets for Scope 1 and Scope 2 categories with reductions planned by 2030 against a 2019 baseline. These regulatory regimes establish a robust policy environment that influences the entity's climate strategy and disclosure obligations.",Atlas Bank Deutschland AG aligns its climate strategy with the Paris Agreement's 2°C global warming limit target. The entity's approach reflects adherence to this international commitment through its emission reduction targets and governance.,"The bank operates within the European Union's ambitious climate governance system, including the EU's 55% emission reduction target by 2030 compared to 1990 levels, and Germany's net-zero target year of 2045. These commitments significantly direct the entity's climate mitigation activities and planning horizon.","The bank's internal carbon price of EUR 54.8 per tCO2e is applied to financed emissions, reflecting forward-looking assumptions about the cost of carbon under current and emerging policies consistent with the EU's regulatory regime. This internal pricing supports strategic decision-making aligned with policy expectations.",The operational emissions targets established by Atlas Bank Deutschland AG for Scope 1 and Scope 2 emissions are informed by the EU's climate objectives and the Paris Agreement's 2°C pathway. These targets demonstrate a commitment to measurable emissions reductions in line with international and jurisdictional climate objectives.,Derived: entity_master + scenario_model_out + esg_kpi_tracker + internal_carbon_price,generate_climate_policy_reference.py
POLREF-ENT-DE-003-2024,ENT-DE-003,Atlas Bank Deutschland AG,DE,2024,CSRD,Paris Agreement 1.5°C,2015,UNFCCC,1.5,EU CSRD / EU ETS / German Climate Action Programme,EU: 55% by 2030 vs 1990,2045,"[""NGFS_NET_ZERO_2050"", ""NGFS_DISORDERLY"", ""NGFS_HOT_HOUSE_WORLD""]","[1.5, 2.0, 3.5]",1,"[{""kpi_code"": ""ENV-001"", ""kpi_name"": ""Scope 1 emissions"", ""target_value"": 313.2101, ""target_year"": 2030, ""baseline_year"": 2019}, {""kpi_code"": ""ENV-002"", ""kpi_name"": ""Scope 2 location-based emissions"", ""target_value"": 387.141, ""target_year"": 2030, ""baseline_year"": 2019}, {""kpi_code"": ""ENV-003"", ""kpi_name"": ""Total operational Scope 1 and 2 emissions"", ""target_value"": 700.3512, ""target_year"": 2030, ""baseline_year"": 2019}]",57.51,True,"§14(a), §22(i)(4), §22(ii)(1), §33(h), §34(a)","Atlas Bank Deutschland AG operates within the regulatory frameworks of the EU CSRD, EU ETS, and the German Climate Action Programme, which collectively set binding requirements on climate-related disclosures and emissions reduction. The bank aligns its operational targets with these policies, reflecting commitments to reduce Scope 1 and Scope 2 emissions by 2030 against 2019 baselines.","The entity's climate strategy aligns with the Paris Agreement 1.5°C temperature pathway, incorporating this as its central temperature scenario for strategic planning and disclosures. By doing so, the bank demonstrates adherence to internationally recognized climate objectives.","The EU's nationally determined contribution targets a 55% reduction in emissions by 2030 compared to 1990 levels, underpinning Atlas Bank's operational goals. Additionally, Germany's national net-zero target year of 2045 further commits the entity's operating environment to stringent climate action, influencing its internal policies and financial decision-making.","The applied scenario assumptions are consistent with the 1.5°C pathway, integrating jurisdictional policy signals such as the EU ETS and Climate Action Programme mandates. The bank applies an internal carbon price of EUR 57.5 per tonne of CO2e to its financed emissions to reflect these policy costs in its risk assessments.",Atlas Bank's climate-related KPI targets for Scope 1 and Scope 2 emissions reductions by 2030 are informed by the Paris Agreement's 1.5°C goals and relevant policy frameworks at the EU and national levels. These targets demonstrate a commitment to aligning operational performance with broader international climate objectives and regulatory expectations.,Derived: entity_master + scenario_model_out + esg_kpi_tracker + internal_carbon_price,generate_climate_policy_reference.py
POLREF-ENT-NL-004-2019,ENT-NL-004,Atlas Bank Netherlands NV,NL,2019,CSRD,Paris Agreement 2°C,2015,UNFCCC,2.0,EU CSRD / EU ETS / Dutch Climate Agreement,EU: 55% by 2030 vs 1990,2050,[],[],0,"[{""kpi_code"": ""ENV-001"", ""kpi_name"": ""Scope 1 emissions"", ""target_value"": 313.2101, ""target_year"": 2030, ""baseline_year"": 2019}, {""kpi_code"": ""ENV-002"", ""kpi_name"": ""Scope 2 location-based emissions"", ""target_value"": 387.141, ""target_year"": 2030, ""baseline_year"": 2019}, {""kpi_code"": ""ENV-003"", ""kpi_name"": ""Total operational Scope 1 and 2 emissions"", ""target_value"": 700.3512, ""target_year"": 2030, ""baseline_year"": 2019}]",34.57,False,"§14(a), §22(i)(4), §22(ii)(1), §33(h), §34(a)","Atlas Bank Netherlands NV operates under the EU's CSRD regulatory regime, which integrates climate-related financial disclosures. The entity is also subject to the EU ETS and the Dutch Climate Agreement, reflecting a comprehensive domestic policy environment aimed at reducing emissions by 2030 and achieving net-zero by 2050. These policies shape the bank's operational targets and reporting obligations for Scope 1 and Scope 2 emissions.",The entity's climate objectives align with the Paris Agreement's 2°C temperature pathway established by the UNFCCC in 2015. Atlas Bank Netherlands NV does not currently include the more stringent 1.5°C scenario in its reporting framework.,"The Netherlands, as part of the EU, has committed to reducing emissions by 55% by 2030 compared to 1990 levels, under the EU NDC framework. Additionally, a national net-zero target year of 2050 reinforces long-term decarbonization goals. These commitments are embedded in the regulatory environment influencing the entity's climate strategy.","The bank's climate-related targets and disclosures assume alignment with the 2.0°C temperature trajectory established by the Paris Agreement, reflecting current international policy expectations without adjusting for more ambitious pathways such as 1.5°C.",Atlas Bank Netherlands NV has established operational emissions reduction targets for Scope 1 and Scope 2 emissions by 2030 that are informed by the ambition of the Paris Agreement to limit warming to 2°C. These linked climate KPI targets demonstrate the entity's commitment to measurable emissions reductions consistent with international and jurisdictional climate goals.,Derived: entity_master + scenario_model_out + esg_kpi_tracker + internal_carbon_price,generate_climate_policy_reference.py
POLREF-ENT-NL-004-2020,ENT-NL-004,Atlas Bank Netherlands NV,NL,2020,CSRD,Paris Agreement 2°C,2015,UNFCCC,2.0,EU CSRD / EU ETS / Dutch Climate Agreement,EU: 55% by 2030 vs 1990,2050,[],[],0,"[{""kpi_code"": ""ENV-001"", ""kpi_name"": ""Scope 1 emissions"", ""target_value"": 313.2101, ""target_year"": 2030, ""baseline_year"": 2019}, {""kpi_code"": ""ENV-002"", ""kpi_name"": ""Scope 2 location-based emissions"", ""target_value"": 387.141, ""target_year"": 2030, ""baseline_year"": 2019}, {""kpi_code"": ""ENV-003"", ""kpi_name"": ""Total operational Scope 1 and 2 emissions"", ""target_value"": 700.3512, ""target_year"": 2030, ""baseline_year"": 2019}]",40.53,False,"§14(a), §22(i)(4), §22(ii)(1), §33(h), §34(a)","Atlas Bank Netherlands NV operates under the EU regulatory framework, notably guided by the CSRD, EU ETS, and the Dutch Climate Agreement. The entity has established climate KPI targets focusing on reducing Scope 1 and 2 emissions by 2030 relative to 2019 levels, reflecting a structured approach within the EU's climate policies.","The entity aligns its climate strategy with the Paris Agreement’s 2°C temperature pathway, reflecting international consensus on limiting global temperature rise. Although a 1.5°C pathway is not included, the commitment to the 2°C target demonstrates adherence to key UNFCCC objectives.","The Netherlands, through the EU, aims for a 55% emission reduction by 2030 compared to 1990 levels and targets net-zero emissions by 2050, which shapes the country's climate policies. Atlas Bank Netherlands NV's emissions reduction targets are set to support these national and EU commitments.","The entity's internal carbon price of EUR 40.5 per tCO2e does not currently apply to financed emissions, indicating assumptions that may exclude financed-related carbon costs from its scenario assessments. This reflects specific choices in internal policy assumptions aligned with existing regulations.",Atlas Bank Netherlands NV's climate KPI targets for Scope 1 and 2 emissions reduction by 2030 are informed by the EU's ambitious climate goals under the Paris Agreement framework. These targets demonstrate a commitment to operating in line with jurisdictional policies aimed at achieving substantial emission reductions consistent with the 2°C pathway.,Derived: entity_master + scenario_model_out + esg_kpi_tracker + internal_carbon_price,generate_climate_policy_reference.py
POLREF-ENT-NL-004-2021,ENT-NL-004,Atlas Bank Netherlands NV,NL,2021,CSRD,Paris Agreement 2°C,2015,UNFCCC,2.0,EU CSRD / EU ETS / Dutch Climate Agreement,EU: 55% by 2030 vs 1990,2050,[],[],0,"[{""kpi_code"": ""ENV-001"", ""kpi_name"": ""Scope 1 emissions"", ""target_value"": 313.2101, ""target_year"": 2030, ""baseline_year"": 2019}, {""kpi_code"": ""ENV-002"", ""kpi_name"": ""Scope 2 location-based emissions"", ""target_value"": 387.141, ""target_year"": 2030, ""baseline_year"": 2019}, {""kpi_code"": ""ENV-003"", ""kpi_name"": ""Total operational Scope 1 and 2 emissions"", ""target_value"": 700.3512, ""target_year"": 2030, ""baseline_year"": 2019}]",50.12,False,"§14(a), §22(i)(4), §22(ii)(1), §33(h), §34(a)","Atlas Bank Netherlands NV operates within the EU regulatory framework, including the Corporate Sustainability Reporting Directive (CSRD), the EU Emissions Trading System (EU ETS), and the Dutch Climate Agreement. These policies create a robust policy environment driving emissions reductions and transparency, with mandated reporting requirements and emissions trading mechanisms influencing the bank's climate strategy.","The entity aligns its climate-related disclosures and strategy with the Paris Agreement's 2°C temperature pathway, reflecting commitment to global efforts to limit warming to well below 2 degrees Celsius. This informs the bank's strategic approach to managing climate risks and opportunities.","The bank's jurisdictional context includes the EU's target of reducing greenhouse gas emissions by 55% by 2030 compared to 1990 levels, alongside the national target of achieving net-zero emissions by 2050. These commitments set a clear ambition framework that influences the bank's operational emissions targets and climate-related policies.","The disclosed emissions targets and scenario analyses are based on the 2.0°C temperature pathway consistent with the Paris Agreement ambitions, without inclusion of the more stringent 1.5°C pathway. This shapes the assumptions used in the bank's climate-related financial disclosures and strategy formulation.","Atlas Bank Netherlands NV has established specific Scope 1 and Scope 2 emissions reduction targets by 2030, reflecting its operational alignment with the Paris Agreement and jurisdictional climate commitments. These targets demonstrate the bank's commitment to measurable emissions reductions within the timeframe consistent with international and EU climate goals.",Derived: entity_master + scenario_model_out + esg_kpi_tracker + internal_carbon_price,generate_climate_policy_reference.py
POLREF-ENT-NL-004-2022,ENT-NL-004,Atlas Bank Netherlands NV,NL,2022,CSRD,Paris Agreement 2°C,2015,UNFCCC,2.0,EU CSRD / EU ETS / Dutch Climate Agreement,EU: 55% by 2030 vs 1990,2050,[],[],0,"[{""kpi_code"": ""ENV-001"", ""kpi_name"": ""Scope 1 emissions"", ""target_value"": 313.2101, ""target_year"": 2030, ""baseline_year"": 2019}, {""kpi_code"": ""ENV-002"", ""kpi_name"": ""Scope 2 location-based emissions"", ""target_value"": 387.141, ""target_year"": 2030, ""baseline_year"": 2019}, {""kpi_code"": ""ENV-003"", ""kpi_name"": ""Total operational Scope 1 and 2 emissions"", ""target_value"": 700.3512, ""target_year"": 2030, ""baseline_year"": 2019}]",52.25,False,"§14(a), §22(i)(4), §22(ii)(1), §33(h), §34(a)","Atlas Bank Netherlands NV operates within the CSRD regulatory regime, reflecting significant regional climate policies including the EU CSRD, EU ETS, and the Dutch Climate Agreement. These frameworks promote transparency and emissions reductions aligned with the EU's overarching climate goals. The bank's internal carbon pricing, though not applied to financed emissions, indicates an internal measure to address operational emissions costs.","The entity aligns its climate strategy with the Paris Agreement 2°C pathway, underscoring a commitment to global goals around limiting temperature rises to 2.0 degrees Celsius. However, it does not include the more ambitious 1.5°C pathway within its reported scenario parameters.","The Netherlands, as part of the EU, commits to reducing greenhouse gas emissions by 55% by 2030 relative to 1990 levels under its NDC. Furthermore, it has established a national net-zero target year of 2050, which guides national and corporate climate strategies including those of Atlas Bank Netherlands NV.","The climate scenario reflects a 2.0°C pathway consistent with both the Paris Agreement and the entity's regulatory environment, incorporating EU and Dutch policies such as the EU ETS and climate agreements. This assumption underpinning scenario analysis facilitates alignment of the entity's targets with future policy developments.","Atlas Bank Netherlands NV has set operational emissions targets for Scope 1 and Scope 2 (location-based) emissions for 2030, clearly informed by its adherence to the EU's climate commitments and the 2°C Paris Agreement pathway. These targets demonstrate a measurable reduction ambition grounded in internationally and regionally agreed climate goals.",Derived: entity_master + scenario_model_out + esg_kpi_tracker + internal_carbon_price,generate_climate_policy_reference.py
POLREF-ENT-NL-004-2023,ENT-NL-004,Atlas Bank Netherlands NV,NL,2023,CSRD,Paris Agreement 2°C,2015,UNFCCC,2.0,EU CSRD / EU ETS / Dutch Climate Agreement,EU: 55% by 2030 vs 1990,2050,[],[],0,"[{""kpi_code"": ""ENV-001"", ""kpi_name"": ""Scope 1 emissions"", ""target_value"": 313.2101, ""target_year"": 2030, ""baseline_year"": 2019}, {""kpi_code"": ""ENV-002"", ""kpi_name"": ""Scope 2 location-based emissions"", ""target_value"": 387.141, ""target_year"": 2030, ""baseline_year"": 2019}, {""kpi_code"": ""ENV-003"", ""kpi_name"": ""Total operational Scope 1 and 2 emissions"", ""target_value"": 700.3512, ""target_year"": 2030, ""baseline_year"": 2019}]",59.21,False,"§14(a), §22(i)(4), §22(ii)(1), §33(h), §34(a)","Atlas Bank Netherlands NV operates under the EU's regulatory framework, including the CSRD, EU ETS, and the Dutch Climate Agreement, which collectively guide its climate-related disclosures and emissions reduction strategies. The entity has established specific climate KPIs targeting substantial reductions in Scope 1 and Scope 2 emissions by 2030 relative to 2019 levels.","The entity aligns its climate objectives with the Paris Agreement goal to limit warming to 2.0°C, integrating this commitment into its operational and strategic planning processes. This international framework provides a basis for its emission reduction targets and transition pathways.","Atlas Bank Netherlands NV is guided by the EU's 55% emissions reduction target by 2030 compared to 1990 levels, alongside the Netherlands' national commitment to achieve net-zero emissions by 2050. These jurisdictional commitments frame the bank's reduction targets and overall climate strategy.",The bank's scenario analysis reflects a 2.0°C temperature pathway consistent with the Paris Agreement but does not incorporate a 1.5°C pathway. Assumptions regarding policy developments and regulatory measures under the EU CSRD and EU ETS are integrated into this scenario planning.,"The established emissions reduction targets for Scope 1 and Scope 2, including the combined operational targets by 2030, are informed by the international Paris Agreement and regional EU policies. These targets demonstrate the entity's commitment to transitioning in line with internationally recognized climate goals and national regulatory frameworks.",Derived: entity_master + scenario_model_out + esg_kpi_tracker + internal_carbon_price,generate_climate_policy_reference.py
