scenario_record_id,scenario_id,scenario_family,scenario_description,temperature_pathway_c,time_horizon_year,metric_name,metric_category,metric_description,nace_code,nace_description,sector_exposure_eur,sector_exposure_share_pct,base_transition_risk_factor,base_physical_risk_factor,scenario_transition_multiplier,scenario_physical_multiplier,metric_multiplier,impact_eur,impact_eur_m,impact_pct_of_bank_revenue,reporting_year,data_source,created_from
SCN-0000011,NGFS_NET_ZERO_2050,orderly_transition,Orderly transition with early policy action; lower physical risk and higher near-term transition cost.,1.5,2040,rwa_increase_transition,transition,Risk-weighted asset increase from transition risk deterioration,C24.10,Manufacture of basic iron and steel,287731331666.01,43.4903,0.12,0.03,1.85,0.45,0.65,24721023146.37,24721.0231,106.7589,2024,synthetic_ngfs_scenario_model_output,synthetic_scenario_model_out_generation_v1
SCN-0000012,NGFS_NET_ZERO_2050,orderly_transition,Orderly transition with early policy action; lower physical risk and higher near-term transition cost.,1.5,2040,collateral_value_loss_physical,physical,Collateral valuation loss driven by physical risk exposure,C24.10,Manufacture of basic iron and steel,287731331666.01,43.4903,0.12,0.03,1.85,0.45,0.75,1861002713.68,1861.0027,8.0368,2024,synthetic_ngfs_scenario_model_output,synthetic_scenario_model_out_generation_v1
SCN-0000013,NGFS_NET_ZERO_2050,orderly_transition,Orderly transition with early policy action; lower physical risk and higher near-term transition cost.,1.5,2050,credit_loss_transition,transition,Expected credit loss impact driven by transition policy/market shocks,C24.10,Manufacture of basic iron and steel,287731331666.01,43.4903,0.12,0.03,1.85,0.45,1.0,65210807827.73,65210.8078,281.6159,2024,synthetic_ngfs_scenario_model_output,synthetic_scenario_model_out_generation_v1
SCN-0000014,NGFS_NET_ZERO_2050,orderly_transition,Orderly transition with early policy action; lower physical risk and higher near-term transition cost.,1.5,2050,credit_loss_physical,physical,Expected credit loss impact driven by physical climate hazards,C24.10,Manufacture of basic iron and steel,287731331666.01,43.4903,0.12,0.03,1.85,0.45,1.0,3973267414.07,3973.2674,17.1587,2024,synthetic_ngfs_scenario_model_output,synthetic_scenario_model_out_generation_v1
SCN-0000015,NGFS_NET_ZERO_2050,orderly_transition,Orderly transition with early policy action; lower physical risk and higher near-term transition cost.,1.5,2050,rwa_increase_transition,transition,Risk-weighted asset increase from transition risk deterioration,C24.10,Manufacture of basic iron and steel,287731331666.01,43.4903,0.12,0.03,1.85,0.45,0.65,42387025088.02,42387.0251,183.0504,2024,synthetic_ngfs_scenario_model_output,synthetic_scenario_model_out_generation_v1
SCN-0000016,NGFS_NET_ZERO_2050,orderly_transition,Orderly transition with early policy action; lower physical risk and higher near-term transition cost.,1.5,2050,collateral_value_loss_physical,physical,Collateral valuation loss driven by physical risk exposure,C24.10,Manufacture of basic iron and steel,287731331666.01,43.4903,0.12,0.03,1.85,0.45,0.75,2979950560.55,2979.9506,12.8691,2024,synthetic_ngfs_scenario_model_output,synthetic_scenario_model_out_generation_v1
SCN-0000017,NGFS_DISORDERLY,disorderly_transition,Delayed and uneven transition; medium physical risk and elevated transition shocks.,2.0,2025,credit_loss_transition,transition,Expected credit loss impact driven by transition policy/market shocks,C24.10,Manufacture of basic iron and steel,287731331666.01,43.4903,0.12,0.03,1.35,0.95,1.0,1739450468.78,1739.4505,7.5119,2024,synthetic_ngfs_scenario_model_output,synthetic_scenario_model_out_generation_v1
SCN-0000018,NGFS_DISORDERLY,disorderly_transition,Delayed and uneven transition; medium physical risk and elevated transition shocks.,2.0,2025,credit_loss_physical,physical,Expected credit loss impact driven by physical climate hazards,C24.10,Manufacture of basic iron and steel,287731331666.01,43.4903,0.12,0.03,1.35,0.95,1.0,314145952.56,314.146,1.3567,2024,synthetic_ngfs_scenario_model_output,synthetic_scenario_model_out_generation_v1
SCN-0000019,NGFS_DISORDERLY,disorderly_transition,Delayed and uneven transition; medium physical risk and elevated transition shocks.,2.0,2025,rwa_increase_transition,transition,Risk-weighted asset increase from transition risk deterioration,C24.10,Manufacture of basic iron and steel,287731331666.01,43.4903,0.12,0.03,1.35,0.95,0.65,1130642804.7,1130.6428,4.8827,2024,synthetic_ngfs_scenario_model_output,synthetic_scenario_model_out_generation_v1
SCN-0000020,NGFS_DISORDERLY,disorderly_transition,Delayed and uneven transition; medium physical risk and elevated transition shocks.,2.0,2025,collateral_value_loss_physical,physical,Collateral valuation loss driven by physical risk exposure,C24.10,Manufacture of basic iron and steel,287731331666.01,43.4903,0.12,0.03,1.35,0.95,0.75,235609464.42,235.6095,1.0175,2024,synthetic_ngfs_scenario_model_output,synthetic_scenario_model_out_generation_v1
SCN-0000021,NGFS_DISORDERLY,disorderly_transition,Delayed and uneven transition; medium physical risk and elevated transition shocks.,2.0,2030,credit_loss_transition,transition,Expected credit loss impact driven by transition policy/market shocks,C24.10,Manufacture of basic iron and steel,287731331666.01,43.4903,0.12,0.03,1.35,0.95,1.0,10645541956.87,10645.542,45.9733,2024,synthetic_ngfs_scenario_model_output,synthetic_scenario_model_out_generation_v1
SCN-0000022,NGFS_DISORDERLY,disorderly_transition,Delayed and uneven transition; medium physical risk and elevated transition shocks.,2.0,2030,credit_loss_physical,physical,Expected credit loss impact driven by physical climate hazards,C24.10,Manufacture of basic iron and steel,287731331666.01,43.4903,0.12,0.03,1.35,0.95,1.0,1956995190.92,1956.9952,8.4514,2024,synthetic_ngfs_scenario_model_output,synthetic_scenario_model_out_generation_v1
SCN-0000023,NGFS_DISORDERLY,disorderly_transition,Delayed and uneven transition; medium physical risk and elevated transition shocks.,2.0,2030,rwa_increase_transition,transition,Risk-weighted asset increase from transition risk deterioration,C24.10,Manufacture of basic iron and steel,287731331666.01,43.4903,0.12,0.03,1.35,0.95,0.65,6919602271.97,6919.6023,29.8826,2024,synthetic_ngfs_scenario_model_output,synthetic_scenario_model_out_generation_v1
SCN-0000024,NGFS_DISORDERLY,disorderly_transition,Delayed and uneven transition; medium physical risk and elevated transition shocks.,2.0,2030,collateral_value_loss_physical,physical,Collateral valuation loss driven by physical risk exposure,C24.10,Manufacture of basic iron and steel,287731331666.01,43.4903,0.12,0.03,1.35,0.95,0.75,1467746393.19,1467.7464,6.3385,2024,synthetic_ngfs_scenario_model_output,synthetic_scenario_model_out_generation_v1
SCN-0000025,NGFS_DISORDERLY,disorderly_transition,Delayed and uneven transition; medium physical risk and elevated transition shocks.,2.0,2040,credit_loss_transition,transition,Expected credit loss impact driven by transition policy/market shocks,C24.10,Manufacture of basic iron and steel,287731331666.01,43.4903,0.12,0.03,1.35,0.95,1.0,29014737528.21,29014.7375,125.3015,2024,synthetic_ngfs_scenario_model_output,synthetic_scenario_model_out_generation_v1
SCN-0000026,NGFS_DISORDERLY,disorderly_transition,Delayed and uneven transition; medium physical risk and elevated transition shocks.,2.0,2040,credit_loss_physical,physical,Expected credit loss impact driven by physical climate hazards,C24.10,Manufacture of basic iron and steel,287731331666.01,43.4903,0.12,0.03,1.35,0.95,1.0,5176666723.78,5176.6667,22.3557,2024,synthetic_ngfs_scenario_model_output,synthetic_scenario_model_out_generation_v1
SCN-0000027,NGFS_DISORDERLY,disorderly_transition,Delayed and uneven transition; medium physical risk and elevated transition shocks.,2.0,2040,rwa_increase_transition,transition,Risk-weighted asset increase from transition risk deterioration,C24.10,Manufacture of basic iron and steel,287731331666.01,43.4903,0.12,0.03,1.35,0.95,0.65,18859579393.34,18859.5794,81.446,2024,synthetic_ngfs_scenario_model_output,synthetic_scenario_model_out_generation_v1
SCN-0000028,NGFS_DISORDERLY,disorderly_transition,Delayed and uneven transition; medium physical risk and elevated transition shocks.,2.0,2040,collateral_value_loss_physical,physical,Collateral valuation loss driven by physical risk exposure,C24.10,Manufacture of basic iron and steel,287731331666.01,43.4903,0.12,0.03,1.35,0.95,0.75,3882500042.83,3882.5,16.7668,2024,synthetic_ngfs_scenario_model_output,synthetic_scenario_model_out_generation_v1
SCN-0000029,NGFS_DISORDERLY,disorderly_transition,Delayed and uneven transition; medium physical risk and elevated transition shocks.,2.0,2050,credit_loss_transition,transition,Expected credit loss impact driven by transition policy/market shocks,C24.10,Manufacture of basic iron and steel,287731331666.01,43.4903,0.12,0.03,1.35,0.95,1.0,46401467387.19,46401.4674,200.3869,2024,synthetic_ngfs_scenario_model_output,synthetic_scenario_model_out_generation_v1
SCN-0000030,NGFS_DISORDERLY,disorderly_transition,Delayed and uneven transition; medium physical risk and elevated transition shocks.,2.0,2050,credit_loss_physical,physical,Expected credit loss impact driven by physical climate hazards,C24.10,Manufacture of basic iron and steel,287731331666.01,43.4903,0.12,0.03,1.35,0.95,1.0,8021404070.44,8021.4041,34.6408,2024,synthetic_ngfs_scenario_model_output,synthetic_scenario_model_out_generation_v1
SCN-0000031,NGFS_DISORDERLY,disorderly_transition,Delayed and uneven transition; medium physical risk and elevated transition shocks.,2.0,2050,rwa_increase_transition,transition,Risk-weighted asset increase from transition risk deterioration,C24.10,Manufacture of basic iron and steel,287731331666.01,43.4903,0.12,0.03,1.35,0.95,0.65,30160953801.67,30160.9538,130.2515,2024,synthetic_ngfs_scenario_model_output,synthetic_scenario_model_out_generation_v1
SCN-0000032,NGFS_DISORDERLY,disorderly_transition,Delayed and uneven transition; medium physical risk and elevated transition shocks.,2.0,2050,collateral_value_loss_physical,physical,Collateral valuation loss driven by physical risk exposure,C24.10,Manufacture of basic iron and steel,287731331666.01,43.4903,0.12,0.03,1.35,0.95,0.75,6016053052.83,6016.0531,25.9806,2024,synthetic_ngfs_scenario_model_output,synthetic_scenario_model_out_generation_v1
SCN-0000033,NGFS_HOT_HOUSE_WORLD,hot_house_world,Limited climate policy response; high physical risk and lower transition cost.,3.5,2025,credit_loss_transition,transition,Expected credit loss impact driven by transition policy/market shocks,C24.10,Manufacture of basic iron and steel,287731331666.01,43.4903,0.12,0.03,0.45,2.3,1.0,600205414.03,600.2054,2.592,2024,synthetic_ngfs_scenario_model_output,synthetic_scenario_model_out_generation_v1
SCN-0000034,NGFS_HOT_HOUSE_WORLD,hot_house_world,Limited climate policy response; high physical risk and lower transition cost.,3.5,2025,credit_loss_physical,physical,Expected credit loss impact driven by physical climate hazards,C24.10,Manufacture of basic iron and steel,287731331666.01,43.4903,0.12,0.03,0.45,2.3,1.0,736949341.79,736.9493,3.1826,2024,synthetic_ngfs_scenario_model_output,synthetic_scenario_model_out_generation_v1
SCN-0000035,NGFS_HOT_HOUSE_WORLD,hot_house_world,Limited climate policy response; high physical risk and lower transition cost.,3.5,2025,rwa_increase_transition,transition,Risk-weighted asset increase from transition risk deterioration,C24.10,Manufacture of basic iron and steel,287731331666.01,43.4903,0.12,0.03,0.45,2.3,0.65,390133519.12,390.1335,1.6848,2024,synthetic_ngfs_scenario_model_output,synthetic_scenario_model_out_generation_v1
SCN-0000036,NGFS_HOT_HOUSE_WORLD,hot_house_world,Limited climate policy response; high physical risk and lower transition cost.,3.5,2025,collateral_value_loss_physical,physical,Collateral valuation loss driven by physical risk exposure,C24.10,Manufacture of basic iron and steel,287731331666.01,43.4903,0.12,0.03,0.45,2.3,0.75,552712006.34,552.712,2.3869,2024,synthetic_ngfs_scenario_model_output,synthetic_scenario_model_out_generation_v1
SCN-0000037,NGFS_HOT_HOUSE_WORLD,hot_house_world,Limited climate policy response; high physical risk and lower transition cost.,3.5,2030,credit_loss_transition,transition,Expected credit loss impact driven by transition policy/market shocks,C24.10,Manufacture of basic iron and steel,287731331666.01,43.4903,0.12,0.03,0.45,2.3,1.0,3679554748.78,3679.5547,15.8903,2024,synthetic_ngfs_scenario_model_output,synthetic_scenario_model_out_generation_v1
SCN-0000038,NGFS_HOT_HOUSE_WORLD,hot_house_world,Limited climate policy response; high physical risk and lower transition cost.,3.5,2030,credit_loss_physical,physical,Expected credit loss impact driven by physical climate hazards,C24.10,Manufacture of basic iron and steel,287731331666.01,43.4903,0.12,0.03,0.45,2.3,1.0,4629826480.46,4629.8265,19.9941,2024,synthetic_ngfs_scenario_model_output,synthetic_scenario_model_out_generation_v1
SCN-0000039,NGFS_HOT_HOUSE_WORLD,hot_house_world,Limited climate policy response; high physical risk and lower transition cost.,3.5,2030,rwa_increase_transition,transition,Risk-weighted asset increase from transition risk deterioration,C24.10,Manufacture of basic iron and steel,287731331666.01,43.4903,0.12,0.03,0.45,2.3,0.65,2391710586.71,2391.7106,10.3287,2024,synthetic_ngfs_scenario_model_output,synthetic_scenario_model_out_generation_v1
SCN-0000040,NGFS_HOT_HOUSE_WORLD,hot_house_world,Limited climate policy response; high physical risk and lower transition cost.,3.5,2030,collateral_value_loss_physical,physical,Collateral valuation loss driven by physical risk exposure,C24.10,Manufacture of basic iron and steel,287731331666.01,43.4903,0.12,0.03,0.45,2.3,0.75,3472369860.34,3472.3699,14.9956,2024,synthetic_ngfs_scenario_model_output,synthetic_scenario_model_out_generation_v1
SCN-0000041,NGFS_HOT_HOUSE_WORLD,hot_house_world,Limited climate policy response; high physical risk and lower transition cost.,3.5,2040,credit_loss_transition,transition,Expected credit loss impact driven by transition policy/market shocks,C24.10,Manufacture of basic iron and steel,287731331666.01,43.4903,0.12,0.03,0.45,2.3,1.0,9758950648.53,9758.9506,42.1445,2024,synthetic_ngfs_scenario_model_output,synthetic_scenario_model_out_generation_v1
SCN-0000042,NGFS_HOT_HOUSE_WORLD,hot_house_world,Limited climate policy response; high physical risk and lower transition cost.,3.5,2040,credit_loss_physical,physical,Expected credit loss impact driven by physical climate hazards,C24.10,Manufacture of basic iron and steel,287731331666.01,43.4903,0.12,0.03,0.45,2.3,1.0,12075328512.74,12075.3285,52.1479,2024,synthetic_ngfs_scenario_model_output,synthetic_scenario_model_out_generation_v1
SCN-0000043,NGFS_HOT_HOUSE_WORLD,hot_house_world,Limited climate policy response; high physical risk and lower transition cost.,3.5,2040,rwa_increase_transition,transition,Risk-weighted asset increase from transition risk deterioration,C24.10,Manufacture of basic iron and steel,287731331666.01,43.4903,0.12,0.03,0.45,2.3,0.65,6343317921.54,6343.3179,27.3939,2024,synthetic_ngfs_scenario_model_output,synthetic_scenario_model_out_generation_v1
SCN-0000044,NGFS_HOT_HOUSE_WORLD,hot_house_world,Limited climate policy response; high physical risk and lower transition cost.,3.5,2040,collateral_value_loss_physical,physical,Collateral valuation loss driven by physical risk exposure,C24.10,Manufacture of basic iron and steel,287731331666.01,43.4903,0.12,0.03,0.45,2.3,0.75,9056496384.55,9056.4964,39.1109,2024,synthetic_ngfs_scenario_model_output,synthetic_scenario_model_out_generation_v1
SCN-0000045,NGFS_HOT_HOUSE_WORLD,hot_house_world,Limited climate policy response; high physical risk and lower transition cost.,3.5,2050,credit_loss_transition,transition,Expected credit loss impact driven by transition policy/market shocks,C24.10,Manufacture of basic iron and steel,287731331666.01,43.4903,0.12,0.03,0.45,2.3,1.0,16122569249.65,16122.5692,69.6261,2024,synthetic_ngfs_scenario_model_output,synthetic_scenario_model_out_generation_v1
SCN-0000046,NGFS_HOT_HOUSE_WORLD,hot_house_world,Limited climate policy response; high physical risk and lower transition cost.,3.5,2050,credit_loss_physical,physical,Expected credit loss impact driven by physical climate hazards,C24.10,Manufacture of basic iron and steel,287731331666.01,43.4903,0.12,0.03,0.45,2.3,1.0,20477847100.82,20477.8471,88.4345,2024,synthetic_ngfs_scenario_model_output,synthetic_scenario_model_out_generation_v1
SCN-0000047,NGFS_HOT_HOUSE_WORLD,hot_house_world,Limited climate policy response; high physical risk and lower transition cost.,3.5,2050,rwa_increase_transition,transition,Risk-weighted asset increase from transition risk deterioration,C24.10,Manufacture of basic iron and steel,287731331666.01,43.4903,0.12,0.03,0.45,2.3,0.65,10479670012.27,10479.67,45.2569,2024,synthetic_ngfs_scenario_model_output,synthetic_scenario_model_out_generation_v1
SCN-0000048,NGFS_HOT_HOUSE_WORLD,hot_house_world,Limited climate policy response; high physical risk and lower transition cost.,3.5,2050,collateral_value_loss_physical,physical,Collateral valuation loss driven by physical risk exposure,C24.10,Manufacture of basic iron and steel,287731331666.01,43.4903,0.12,0.03,0.45,2.3,0.75,15358385325.62,15358.3853,66.3259,2024,synthetic_ngfs_scenario_model_output,synthetic_scenario_model_out_generation_v1
SCN-0000049,NGFS_NET_ZERO_2050,orderly_transition,Orderly transition with early policy action; lower physical risk and higher near-term transition cost.,1.5,2025,credit_loss_transition,transition,Expected credit loss impact driven by transition policy/market shocks,D35.11,,112720463438.23,17.0376,0.11,0.05,1.85,0.45,1.0,901902801.66,901.9028,3.8949,2024,synthetic_ngfs_scenario_model_output,synthetic_scenario_model_out_generation_v1
SCN-0000050,NGFS_NET_ZERO_2050,orderly_transition,Orderly transition with early policy action; lower physical risk and higher near-term transition cost.,1.5,2025,credit_loss_physical,physical,Expected credit loss impact driven by physical climate hazards,D35.11,,112720463438.23,17.0376,0.11,0.05,1.85,0.45,1.0,95163599.53,95.1636,0.411,2024,synthetic_ngfs_scenario_model_output,synthetic_scenario_model_out_generation_v1
SCN-0000051,NGFS_NET_ZERO_2050,orderly_transition,Orderly transition with early policy action; lower physical risk and higher near-term transition cost.,1.5,2025,rwa_increase_transition,transition,Risk-weighted asset increase from transition risk deterioration,D35.11,,112720463438.23,17.0376,0.11,0.05,1.85,0.45,0.65,586236821.08,586.2368,2.5317,2024,synthetic_ngfs_scenario_model_output,synthetic_scenario_model_out_generation_v1
SCN-0000052,NGFS_NET_ZERO_2050,orderly_transition,Orderly transition with early policy action; lower physical risk and higher near-term transition cost.,1.5,2025,collateral_value_loss_physical,physical,Collateral valuation loss driven by physical risk exposure,D35.11,,112720463438.23,17.0376,0.11,0.05,1.85,0.45,0.75,71372699.65,71.3727,0.3082,2024,synthetic_ngfs_scenario_model_output,synthetic_scenario_model_out_generation_v1
SCN-0000053,NGFS_NET_ZERO_2050,orderly_transition,Orderly transition with early policy action; lower physical risk and higher near-term transition cost.,1.5,2030,credit_loss_transition,transition,Expected credit loss impact driven by transition policy/market shocks,D35.11,,112720463438.23,17.0376,0.11,0.05,1.85,0.45,1.0,5279433319.59,5279.4333,22.7995,2024,synthetic_ngfs_scenario_model_output,synthetic_scenario_model_out_generation_v1
SCN-0000054,NGFS_NET_ZERO_2050,orderly_transition,Orderly transition with early policy action; lower physical risk and higher near-term transition cost.,1.5,2030,credit_loss_physical,physical,Expected credit loss impact driven by physical climate hazards,D35.11,,112720463438.23,17.0376,0.11,0.05,1.85,0.45,1.0,563919151.31,563.9192,2.4353,2024,synthetic_ngfs_scenario_model_output,synthetic_scenario_model_out_generation_v1
SCN-0000055,NGFS_NET_ZERO_2050,orderly_transition,Orderly transition with early policy action; lower physical risk and higher near-term transition cost.,1.5,2030,rwa_increase_transition,transition,Risk-weighted asset increase from transition risk deterioration,D35.11,,112720463438.23,17.0376,0.11,0.05,1.85,0.45,0.65,3431631657.73,3431.6317,14.8197,2024,synthetic_ngfs_scenario_model_output,synthetic_scenario_model_out_generation_v1
SCN-0000056,NGFS_NET_ZERO_2050,orderly_transition,Orderly transition with early policy action; lower physical risk and higher near-term transition cost.,1.5,2030,collateral_value_loss_physical,physical,Collateral valuation loss driven by physical risk exposure,D35.11,,112720463438.23,17.0376,0.11,0.05,1.85,0.45,0.75,422939363.48,422.9394,1.8265,2024,synthetic_ngfs_scenario_model_output,synthetic_scenario_model_out_generation_v1
SCN-0000057,NGFS_NET_ZERO_2050,orderly_transition,Orderly transition with early policy action; lower physical risk and higher near-term transition cost.,1.5,2040,credit_loss_transition,transition,Expected credit loss impact driven by transition policy/market shocks,D35.11,,112720463438.23,17.0376,0.11,0.05,1.85,0.45,1.0,13725664436.52,13725.6644,59.2749,2024,synthetic_ngfs_scenario_model_output,synthetic_scenario_model_out_generation_v1
SCN-0000058,NGFS_NET_ZERO_2050,orderly_transition,Orderly transition with early policy action; lower physical risk and higher near-term transition cost.,1.5,2040,credit_loss_physical,physical,Expected credit loss impact driven by physical climate hazards,D35.11,,112720463438.23,17.0376,0.11,0.05,1.85,0.45,1.0,1583600295.68,1583.6003,6.8389,2024,synthetic_ngfs_scenario_model_output,synthetic_scenario_model_out_generation_v1
SCN-0000059,NGFS_NET_ZERO_2050,orderly_transition,Orderly transition with early policy action; lower physical risk and higher near-term transition cost.,1.5,2040,rwa_increase_transition,transition,Risk-weighted asset increase from transition risk deterioration,D35.11,,112720463438.23,17.0376,0.11,0.05,1.85,0.45,0.65,8921681883.74,8921.6819,38.5287,2024,synthetic_ngfs_scenario_model_output,synthetic_scenario_model_out_generation_v1
SCN-0000060,NGFS_NET_ZERO_2050,orderly_transition,Orderly transition with early policy action; lower physical risk and higher near-term transition cost.,1.5,2040,collateral_value_loss_physical,physical,Collateral valuation loss driven by physical risk exposure,D35.11,,112720463438.23,17.0376,0.11,0.05,1.85,0.45,0.75,1187700221.76,1187.7002,5.1291,2024,synthetic_ngfs_scenario_model_output,synthetic_scenario_model_out_generation_v1
SCN-0000061,NGFS_NET_ZERO_2050,orderly_transition,Orderly transition with early policy action; lower physical risk and higher near-term transition cost.,1.5,2050,credit_loss_transition,transition,Expected credit loss impact driven by transition policy/market shocks,D35.11,,112720463438.23,17.0376,0.11,0.05,1.85,0.45,1.0,23387774685.04,23387.7747,101.0012,2024,synthetic_ngfs_scenario_model_output,synthetic_scenario_model_out_generation_v1
SCN-0000062,NGFS_NET_ZERO_2050,orderly_transition,Orderly transition with early policy action; lower physical risk and higher near-term transition cost.,1.5,2050,credit_loss_physical,physical,Expected credit loss impact driven by physical climate hazards,D35.11,,112720463438.23,17.0376,0.11,0.05,1.85,0.45,1.0,2631066672.02,2631.0667,11.3624,2024,synthetic_ngfs_scenario_model_output,synthetic_scenario_model_out_generation_v1
SCN-0000063,NGFS_NET_ZERO_2050,orderly_transition,Orderly transition with early policy action; lower physical risk and higher near-term transition cost.,1.5,2050,rwa_increase_transition,transition,Risk-weighted asset increase from transition risk deterioration,D35.11,,112720463438.23,17.0376,0.11,0.05,1.85,0.45,0.65,15202053545.27,15202.0535,65.6508,2024,synthetic_ngfs_scenario_model_output,synthetic_scenario_model_out_generation_v1
SCN-0000064,NGFS_NET_ZERO_2050,orderly_transition,Orderly transition with early policy action; lower physical risk and higher near-term transition cost.,1.5,2050,collateral_value_loss_physical,physical,Collateral valuation loss driven by physical risk exposure,D35.11,,112720463438.23,17.0376,0.11,0.05,1.85,0.45,0.75,1973300004.02,1973.3,8.5218,2024,synthetic_ngfs_scenario_model_output,synthetic_scenario_model_out_generation_v1
SCN-0000065,NGFS_DISORDERLY,disorderly_transition,Delayed and uneven transition; medium physical risk and elevated transition shocks.,2.0,2025,credit_loss_transition,transition,Expected credit loss impact driven by transition policy/market shocks,D35.11,,112720463438.23,17.0376,0.11,0.05,1.35,0.95,1.0,634836470.38,634.8365,2.7416,2024,synthetic_ngfs_scenario_model_output,synthetic_scenario_model_out_generation_v1
SCN-0000066,NGFS_DISORDERLY,disorderly_transition,Delayed and uneven transition; medium physical risk and elevated transition shocks.,2.0,2025,credit_loss_physical,physical,Expected credit loss impact driven by physical climate hazards,D35.11,,112720463438.23,17.0376,0.11,0.05,1.35,0.95,1.0,203797500.53,203.7975,0.8801,2024,synthetic_ngfs_scenario_model_output,synthetic_scenario_model_out_generation_v1
