kpi_record_id,entity_id,kpi_code,kpi_name,category,reporting_year,unit,baseline_year,baseline_value,actual_value,target_year,target_value,target_reduction_pct,progress_to_target_pct,on_track_flag,source_logic,data_lineage,created_from
KPI-ENT-GROUP-001-ENV-003-2020,ENT-GROUP-001,ENV-003,Total operational Scope 1 and 2 emissions,Climate,2020,tCO2e,2019,1400.7023,1445.3807,2030,700.3512,50.0,-6.38,False,Derived as Scope 1 + Scope 2,derived_from_core_tables,synthetic_esg_kpi_tracker_generation_entity_level_v2
KPI-ENT-GROUP-001-ENV-003-2021,ENT-GROUP-001,ENV-003,Total operational Scope 1 and 2 emissions,Climate,2021,tCO2e,2019,1400.7023,1366.5396,2030,700.3512,50.0,4.88,False,Derived as Scope 1 + Scope 2,derived_from_core_tables,synthetic_esg_kpi_tracker_generation_entity_level_v2
KPI-ENT-GROUP-001-ENV-003-2022,ENT-GROUP-001,ENV-003,Total operational Scope 1 and 2 emissions,Climate,2022,tCO2e,2019,1400.7023,1374.9033,2030,700.3512,50.0,3.68,False,Derived as Scope 1 + Scope 2,derived_from_core_tables,synthetic_esg_kpi_tracker_generation_entity_level_v2
KPI-ENT-GROUP-001-ENV-003-2023,ENT-GROUP-001,ENV-003,Total operational Scope 1 and 2 emissions,Climate,2023,tCO2e,2019,1400.7023,1318.4368,2030,700.3512,50.0,11.75,False,Derived as Scope 1 + Scope 2,derived_from_core_tables,synthetic_esg_kpi_tracker_generation_entity_level_v2
KPI-ENT-GROUP-001-ENV-003-2024,ENT-GROUP-001,ENV-003,Total operational Scope 1 and 2 emissions,Climate,2024,tCO2e,2019,1400.7023,1268.9893,2030,700.3512,50.0,18.81,False,Derived as Scope 1 + Scope 2,derived_from_core_tables,synthetic_esg_kpi_tracker_generation_entity_level_v2
KPI-ENT-GROUP-001-ENV-004-2019,ENT-GROUP-001,ENV-004,Energy consumption,Climate,2019,kWh,2019,13831427.77,13831427.77,2030,11065142.216,20.0,0.0,True,Computed from utility_bills electricity and natural_gas quantities,derived_from_core_tables,synthetic_esg_kpi_tracker_generation_entity_level_v2
KPI-ENT-GROUP-001-ENV-004-2020,ENT-GROUP-001,ENV-004,Energy consumption,Climate,2020,kWh,2019,13831427.77,14418659.67,2030,11065142.216,20.0,-21.23,False,Computed from utility_bills electricity and natural_gas quantities,derived_from_core_tables,synthetic_esg_kpi_tracker_generation_entity_level_v2
KPI-ENT-GROUP-001-ENV-004-2021,ENT-GROUP-001,ENV-004,Energy consumption,Climate,2021,kWh,2019,13831427.77,14001587.36,2030,11065142.216,20.0,-6.15,False,Computed from utility_bills electricity and natural_gas quantities,derived_from_core_tables,synthetic_esg_kpi_tracker_generation_entity_level_v2
KPI-ENT-GROUP-001-ENV-004-2022,ENT-GROUP-001,ENV-004,Energy consumption,Climate,2022,kWh,2019,13831427.77,14188162.43,2030,11065142.216,20.0,-12.9,False,Computed from utility_bills electricity and natural_gas quantities,derived_from_core_tables,synthetic_esg_kpi_tracker_generation_entity_level_v2
KPI-ENT-GROUP-001-ENV-004-2023,ENT-GROUP-001,ENV-004,Energy consumption,Climate,2023,kWh,2019,13831427.77,13763023.08,2030,11065142.216,20.0,2.47,False,Computed from utility_bills electricity and natural_gas quantities,derived_from_core_tables,synthetic_esg_kpi_tracker_generation_entity_level_v2
KPI-ENT-GROUP-001-ENV-004-2024,ENT-GROUP-001,ENV-004,Energy consumption,Climate,2024,kWh,2019,13831427.77,13986631.63,2030,11065142.216,20.0,-5.61,False,Computed from utility_bills electricity and natural_gas quantities,derived_from_core_tables,synthetic_esg_kpi_tracker_generation_entity_level_v2
KPI-ENT-GROUP-001-ENV-005-2019,ENT-GROUP-001,ENV-005,Energy cost,Climate,2019,EUR,2019,1867061.88,1867061.88,2030,1680355.692,10.0,0.0,True,Computed from utility_bills cost_eur,derived_from_core_tables,synthetic_esg_kpi_tracker_generation_entity_level_v2
KPI-ENT-GROUP-001-ENV-005-2020,ENT-GROUP-001,ENV-005,Energy cost,Climate,2020,EUR,2019,1867061.88,1973708.41,2030,1680355.692,10.0,-57.12,False,Computed from utility_bills cost_eur,derived_from_core_tables,synthetic_esg_kpi_tracker_generation_entity_level_v2
KPI-ENT-GROUP-001-ENV-005-2021,ENT-GROUP-001,ENV-005,Energy cost,Climate,2021,EUR,2019,1867061.88,2131229.85,2030,1680355.692,10.0,-100.0,False,Computed from utility_bills cost_eur,derived_from_core_tables,synthetic_esg_kpi_tracker_generation_entity_level_v2
KPI-ENT-GROUP-001-ENV-005-2022,ENT-GROUP-001,ENV-005,Energy cost,Climate,2022,EUR,2019,1867061.88,3493503.2,2030,1680355.692,10.0,-100.0,False,Computed from utility_bills cost_eur,derived_from_core_tables,synthetic_esg_kpi_tracker_generation_entity_level_v2
KPI-ENT-GROUP-001-ENV-005-2023,ENT-GROUP-001,ENV-005,Energy cost,Climate,2023,EUR,2019,1867061.88,3053933.71,2030,1680355.692,10.0,-100.0,False,Computed from utility_bills cost_eur,derived_from_core_tables,synthetic_esg_kpi_tracker_generation_entity_level_v2
KPI-ENT-GROUP-001-ENV-005-2024,ENT-GROUP-001,ENV-005,Energy cost,Climate,2024,EUR,2019,1867061.88,2896445.21,2030,1680355.692,10.0,-100.0,False,Computed from utility_bills cost_eur,derived_from_core_tables,synthetic_esg_kpi_tracker_generation_entity_level_v2
KPI-ENT-GROUP-001-FIN-001-2019,ENT-GROUP-001,FIN-001,Financed emissions Scope 1 and 2,Financed emissions,2019,tCO2e,2019,815942.6305,815942.6305,2030,448768.4468,45.0,0.0,True,"Computed from loan_book, counterparty_master, collateral_register and PCAF attribution logic",derived_from_core_tables,synthetic_esg_kpi_tracker_generation_entity_level_v2
KPI-ENT-GROUP-001-FIN-001-2020,ENT-GROUP-001,FIN-001,Financed emissions Scope 1 and 2,Financed emissions,2020,tCO2e,2019,815942.6305,780490.2111,2030,448768.4468,45.0,9.66,True,"Computed from loan_book, counterparty_master, collateral_register and PCAF attribution logic",derived_from_core_tables,synthetic_esg_kpi_tracker_generation_entity_level_v2
KPI-ENT-GROUP-001-FIN-001-2021,ENT-GROUP-001,FIN-001,Financed emissions Scope 1 and 2,Financed emissions,2021,tCO2e,2019,815942.6305,763609.539,2030,448768.4468,45.0,14.25,False,"Computed from loan_book, counterparty_master, collateral_register and PCAF attribution logic",derived_from_core_tables,synthetic_esg_kpi_tracker_generation_entity_level_v2
KPI-ENT-GROUP-001-FIN-001-2022,ENT-GROUP-001,FIN-001,Financed emissions Scope 1 and 2,Financed emissions,2022,tCO2e,2019,815942.6305,734256.3769,2030,448768.4468,45.0,22.25,False,"Computed from loan_book, counterparty_master, collateral_register and PCAF attribution logic",derived_from_core_tables,synthetic_esg_kpi_tracker_generation_entity_level_v2
KPI-ENT-GROUP-001-FIN-001-2023,ENT-GROUP-001,FIN-001,Financed emissions Scope 1 and 2,Financed emissions,2023,tCO2e,2019,815942.6305,696664.4328,2030,448768.4468,45.0,32.49,False,"Computed from loan_book, counterparty_master, collateral_register and PCAF attribution logic",derived_from_core_tables,synthetic_esg_kpi_tracker_generation_entity_level_v2
KPI-ENT-GROUP-001-FIN-001-2024,ENT-GROUP-001,FIN-001,Financed emissions Scope 1 and 2,Financed emissions,2024,tCO2e,2019,815942.6305,681401.5781,2030,448768.4468,45.0,36.64,False,"Computed from loan_book, counterparty_master, collateral_register and PCAF attribution logic",derived_from_core_tables,synthetic_esg_kpi_tracker_generation_entity_level_v2
KPI-ENT-GROUP-001-FIN-002-2019,ENT-GROUP-001,FIN-002,Outstanding loan exposure,Portfolio,2019,EUR,2019,57911745495.9132,57911745495.9132,2030,57911745495.9132,0.0,,,Computed from loan_book outstanding_balance_eur,derived_from_core_tables,synthetic_esg_kpi_tracker_generation_entity_level_v2
KPI-ENT-GROUP-001-FIN-002-2020,ENT-GROUP-001,FIN-002,Outstanding loan exposure,Portfolio,2020,EUR,2019,57911745495.9132,59122922500.4694,2030,57911745495.9132,0.0,,,Computed from loan_book outstanding_balance_eur,derived_from_core_tables,synthetic_esg_kpi_tracker_generation_entity_level_v2
KPI-ENT-GROUP-001-FIN-002-2021,ENT-GROUP-001,FIN-002,Outstanding loan exposure,Portfolio,2021,EUR,2019,57911745495.9132,59540152044.1466,2030,57911745495.9132,0.0,,,Computed from loan_book outstanding_balance_eur,derived_from_core_tables,synthetic_esg_kpi_tracker_generation_entity_level_v2
KPI-ENT-GROUP-001-FIN-002-2022,ENT-GROUP-001,FIN-002,Outstanding loan exposure,Portfolio,2022,EUR,2019,57911745495.9132,61149786323.8115,2030,57911745495.9132,0.0,,,Computed from loan_book outstanding_balance_eur,derived_from_core_tables,synthetic_esg_kpi_tracker_generation_entity_level_v2
KPI-ENT-GROUP-001-FIN-002-2023,ENT-GROUP-001,FIN-002,Outstanding loan exposure,Portfolio,2023,EUR,2019,57911745495.9132,62298320372.6742,2030,57911745495.9132,0.0,,,Computed from loan_book outstanding_balance_eur,derived_from_core_tables,synthetic_esg_kpi_tracker_generation_entity_level_v2
KPI-ENT-GROUP-001-FIN-002-2024,ENT-GROUP-001,FIN-002,Outstanding loan exposure,Portfolio,2024,EUR,2019,57911745495.9132,63734406891.89,2030,57911745495.9132,0.0,,,Computed from loan_book outstanding_balance_eur,derived_from_core_tables,synthetic_esg_kpi_tracker_generation_entity_level_v2
KPI-ENT-GROUP-001-FIN-003-2019,ENT-GROUP-001,FIN-003,High-emission sector exposure,Portfolio,2019,%,2019,86.3743,86.3743,2030,60.462,30.0,0.0,True,Computed from loan_book exposure where NACE is high-emission sector,derived_from_core_tables,synthetic_esg_kpi_tracker_generation_entity_level_v2
KPI-ENT-GROUP-001-FIN-003-2020,ENT-GROUP-001,FIN-003,High-emission sector exposure,Portfolio,2020,%,2019,86.3743,85.1332,2030,60.462,30.0,4.79,False,Computed from loan_book exposure where NACE is high-emission sector,derived_from_core_tables,synthetic_esg_kpi_tracker_generation_entity_level_v2
KPI-ENT-GROUP-001-FIN-003-2021,ENT-GROUP-001,FIN-003,High-emission sector exposure,Portfolio,2021,%,2019,86.3743,82.5232,2030,60.462,30.0,14.86,False,Computed from loan_book exposure where NACE is high-emission sector,derived_from_core_tables,synthetic_esg_kpi_tracker_generation_entity_level_v2
KPI-ENT-GROUP-001-FIN-003-2022,ENT-GROUP-001,FIN-003,High-emission sector exposure,Portfolio,2022,%,2019,86.3743,80.3795,2030,60.462,30.0,23.13,False,Computed from loan_book exposure where NACE is high-emission sector,derived_from_core_tables,synthetic_esg_kpi_tracker_generation_entity_level_v2
KPI-ENT-GROUP-001-FIN-003-2023,ENT-GROUP-001,FIN-003,High-emission sector exposure,Portfolio,2023,%,2019,86.3743,79.5837,2030,60.462,30.0,26.21,False,Computed from loan_book exposure where NACE is high-emission sector,derived_from_core_tables,synthetic_esg_kpi_tracker_generation_entity_level_v2
KPI-ENT-GROUP-001-FIN-003-2024,ENT-GROUP-001,FIN-003,High-emission sector exposure,Portfolio,2024,%,2019,86.3743,77.8957,2030,60.462,30.0,32.72,False,Computed from loan_book exposure where NACE is high-emission sector,derived_from_core_tables,synthetic_esg_kpi_tracker_generation_entity_level_v2
KPI-ENT-GROUP-001-FIN-004-2019,ENT-GROUP-001,FIN-004,Average PCAF data quality score,Data quality,2019,score,2019,4.3478,4.3478,2030,2.5,,0.0,True,Exposure-weighted average from counterparty_master pcaf_quality_score,derived_from_core_tables,synthetic_esg_kpi_tracker_generation_entity_level_v2
KPI-ENT-GROUP-001-FIN-004-2020,ENT-GROUP-001,FIN-004,Average PCAF data quality score,Data quality,2020,score,2019,4.3478,4.1999,2030,2.5,,8.0,False,Exposure-weighted average from counterparty_master pcaf_quality_score,derived_from_core_tables,synthetic_esg_kpi_tracker_generation_entity_level_v2
KPI-ENT-GROUP-001-FIN-004-2021,ENT-GROUP-001,FIN-004,Average PCAF data quality score,Data quality,2021,score,2019,4.3478,4.0759,2030,2.5,,14.72,False,Exposure-weighted average from counterparty_master pcaf_quality_score,derived_from_core_tables,synthetic_esg_kpi_tracker_generation_entity_level_v2
KPI-ENT-GROUP-001-FIN-004-2022,ENT-GROUP-001,FIN-004,Average PCAF data quality score,Data quality,2022,score,2019,4.3478,3.941,2030,2.5,,22.01,False,Exposure-weighted average from counterparty_master pcaf_quality_score,derived_from_core_tables,synthetic_esg_kpi_tracker_generation_entity_level_v2
KPI-ENT-GROUP-001-FIN-004-2023,ENT-GROUP-001,FIN-004,Average PCAF data quality score,Data quality,2023,score,2019,4.3478,3.8781,2030,2.5,,25.42,False,Exposure-weighted average from counterparty_master pcaf_quality_score,derived_from_core_tables,synthetic_esg_kpi_tracker_generation_entity_level_v2
KPI-ENT-GROUP-001-FIN-004-2024,ENT-GROUP-001,FIN-004,Average PCAF data quality score,Data quality,2024,score,2019,4.3478,3.7168,2030,2.5,,34.15,False,Exposure-weighted average from counterparty_master pcaf_quality_score,derived_from_core_tables,synthetic_esg_kpi_tracker_generation_entity_level_v2
KPI-ENT-GROUP-001-FIN-005-2019,ENT-GROUP-001,FIN-005,Counterparty ESG data coverage,Data quality,2019,%,2019,74.5717,74.5717,2030,95.0,,0.0,True,Share of loan counterparties with emissions data source populated,derived_from_core_tables,synthetic_esg_kpi_tracker_generation_entity_level_v2
KPI-ENT-GROUP-001-FIN-005-2020,ENT-GROUP-001,FIN-005,Counterparty ESG data coverage,Data quality,2020,%,2019,74.5717,79.6479,2030,95.0,,24.85,True,Share of loan counterparties with emissions data source populated,derived_from_core_tables,synthetic_esg_kpi_tracker_generation_entity_level_v2
KPI-ENT-GROUP-001-FIN-005-2021,ENT-GROUP-001,FIN-005,Counterparty ESG data coverage,Data quality,2021,%,2019,74.5717,85.5323,2030,95.0,,53.65,True,Share of loan counterparties with emissions data source populated,derived_from_core_tables,synthetic_esg_kpi_tracker_generation_entity_level_v2
KPI-ENT-GROUP-001-FIN-005-2022,ENT-GROUP-001,FIN-005,Counterparty ESG data coverage,Data quality,2022,%,2019,74.5717,90.3654,2030,95.0,,77.31,True,Share of loan counterparties with emissions data source populated,derived_from_core_tables,synthetic_esg_kpi_tracker_generation_entity_level_v2
KPI-ENT-GROUP-001-FIN-005-2023,ENT-GROUP-001,FIN-005,Counterparty ESG data coverage,Data quality,2023,%,2019,74.5717,95.4127,2030,95.0,,102.02,True,Share of loan counterparties with emissions data source populated,derived_from_core_tables,synthetic_esg_kpi_tracker_generation_entity_level_v2
KPI-ENT-GROUP-001-FIN-005-2024,ENT-GROUP-001,FIN-005,Counterparty ESG data coverage,Data quality,2024,%,2019,74.5717,100.0,2030,95.0,,124.48,True,Share of loan counterparties with emissions data source populated,derived_from_core_tables,synthetic_esg_kpi_tracker_generation_entity_level_v2
KPI-ENT-GROUP-001-FIN-006-2019,ENT-GROUP-001,FIN-006,SBTi-aligned exposure,Climate targets,2019,%,2019,12.6989,12.6989,2030,35.0,,0.0,True,Exposure share to counterparties with sbti_target_flag,derived_from_core_tables,synthetic_esg_kpi_tracker_generation_entity_level_v2
KPI-ENT-GROUP-001-FIN-006-2020,ENT-GROUP-001,FIN-006,SBTi-aligned exposure,Climate targets,2020,%,2019,12.6989,13.1604,2030,35.0,,2.07,False,Exposure share to counterparties with sbti_target_flag,derived_from_core_tables,synthetic_esg_kpi_tracker_generation_entity_level_v2
KPI-ENT-GROUP-001-FIN-006-2021,ENT-GROUP-001,FIN-006,SBTi-aligned exposure,Climate targets,2021,%,2019,12.6989,15.5758,2030,35.0,,12.9,False,Exposure share to counterparties with sbti_target_flag,derived_from_core_tables,synthetic_esg_kpi_tracker_generation_entity_level_v2
KPI-ENT-GROUP-001-FIN-006-2022,ENT-GROUP-001,FIN-006,SBTi-aligned exposure,Climate targets,2022,%,2019,12.6989,17.8345,2030,35.0,,23.03,False,Exposure share to counterparties with sbti_target_flag,derived_from_core_tables,synthetic_esg_kpi_tracker_generation_entity_level_v2
KPI-ENT-GROUP-001-FIN-006-2023,ENT-GROUP-001,FIN-006,SBTi-aligned exposure,Climate targets,2023,%,2019,12.6989,21.4783,2030,35.0,,39.37,True,Exposure share to counterparties with sbti_target_flag,derived_from_core_tables,synthetic_esg_kpi_tracker_generation_entity_level_v2
KPI-ENT-GROUP-001-FIN-006-2024,ENT-GROUP-001,FIN-006,SBTi-aligned exposure,Climate targets,2024,%,2019,12.6989,24.3887,2030,35.0,,52.42,True,Exposure share to counterparties with sbti_target_flag,derived_from_core_tables,synthetic_esg_kpi_tracker_generation_entity_level_v2
KPI-ENT-GROUP-001-FIN-007-2019,ENT-GROUP-001,FIN-007,High transition risk exposure,Climate risk,2019,%,2019,24.0973,24.0973,2030,15.6632,35.0,0.0,True,Exposure share where transition_risk_score >= 7,derived_from_core_tables,synthetic_esg_kpi_tracker_generation_entity_level_v2
KPI-ENT-GROUP-001-FIN-007-2020,ENT-GROUP-001,FIN-007,High transition risk exposure,Climate risk,2020,%,2019,24.0973,22.6068,2030,15.6632,35.0,17.67,True,Exposure share where transition_risk_score >= 7,derived_from_core_tables,synthetic_esg_kpi_tracker_generation_entity_level_v2
KPI-ENT-GROUP-001-FIN-007-2021,ENT-GROUP-001,FIN-007,High transition risk exposure,Climate risk,2021,%,2019,24.0973,21.4131,2030,15.6632,35.0,31.83,True,Exposure share where transition_risk_score >= 7,derived_from_core_tables,synthetic_esg_kpi_tracker_generation_entity_level_v2
KPI-ENT-GROUP-001-FIN-007-2022,ENT-GROUP-001,FIN-007,High transition risk exposure,Climate risk,2022,%,2019,24.0973,20.8031,2030,15.6632,35.0,39.06,True,Exposure share where transition_risk_score >= 7,derived_from_core_tables,synthetic_esg_kpi_tracker_generation_entity_level_v2
KPI-ENT-GROUP-001-FIN-007-2023,ENT-GROUP-001,FIN-007,High transition risk exposure,Climate risk,2023,%,2019,24.0973,19.6402,2030,15.6632,35.0,52.85,True,Exposure share where transition_risk_score >= 7,derived_from_core_tables,synthetic_esg_kpi_tracker_generation_entity_level_v2
KPI-ENT-GROUP-001-FIN-007-2024,ENT-GROUP-001,FIN-007,High transition risk exposure,Climate risk,2024,%,2019,24.0973,18.3601,2030,15.6632,35.0,68.02,True,Exposure share where transition_risk_score >= 7,derived_from_core_tables,synthetic_esg_kpi_tracker_generation_entity_level_v2
KPI-ENT-GROUP-001-SOC-001-2019,ENT-GROUP-001,SOC-001,Gender pay gap,Social,2019,%,2019,18.6838,18.6838,2030,5.0,,0.0,True,"Synthetic supporting social KPI, later IFRS S1 scope",synthetic_supporting_kpi,synthetic_esg_kpi_tracker_generation_entity_level_v2
KPI-ENT-GROUP-001-SOC-001-2020,ENT-GROUP-001,SOC-001,Gender pay gap,Social,2020,%,2019,18.6838,17.4145,2030,5.0,,9.28,True,"Synthetic supporting social KPI, later IFRS S1 scope",synthetic_supporting_kpi,synthetic_esg_kpi_tracker_generation_entity_level_v2
KPI-ENT-GROUP-001-SOC-001-2021,ENT-GROUP-001,SOC-001,Gender pay gap,Social,2021,%,2019,18.6838,15.6578,2030,5.0,,22.11,True,"Synthetic supporting social KPI, later IFRS S1 scope",synthetic_supporting_kpi,synthetic_esg_kpi_tracker_generation_entity_level_v2
KPI-ENT-GROUP-001-SOC-001-2022,ENT-GROUP-001,SOC-001,Gender pay gap,Social,2022,%,2019,18.6838,14.3528,2030,5.0,,31.65,True,"Synthetic supporting social KPI, later IFRS S1 scope",synthetic_supporting_kpi,synthetic_esg_kpi_tracker_generation_entity_level_v2
KPI-ENT-GROUP-001-SOC-001-2023,ENT-GROUP-001,SOC-001,Gender pay gap,Social,2023,%,2019,18.6838,13.5956,2030,5.0,,37.18,True,"Synthetic supporting social KPI, later IFRS S1 scope",synthetic_supporting_kpi,synthetic_esg_kpi_tracker_generation_entity_level_v2
KPI-ENT-GROUP-001-SOC-001-2024,ENT-GROUP-001,SOC-001,Gender pay gap,Social,2024,%,2019,18.6838,11.8484,2030,5.0,,49.95,True,"Synthetic supporting social KPI, later IFRS S1 scope",synthetic_supporting_kpi,synthetic_esg_kpi_tracker_generation_entity_level_v2
KPI-ENT-GROUP-001-SOC-002-2019,ENT-GROUP-001,SOC-002,ESG training completion,Social,2019,%,2019,37.3158,37.3158,2030,95.0,,0.0,True,Synthetic supporting workforce KPI for sustainability risk capability,synthetic_supporting_kpi,synthetic_esg_kpi_tracker_generation_entity_level_v2
KPI-ENT-GROUP-001-SOC-002-2020,ENT-GROUP-001,SOC-002,ESG training completion,Social,2020,%,2019,37.3158,41.9054,2030,95.0,,7.96,False,Synthetic supporting workforce KPI for sustainability risk capability,synthetic_supporting_kpi,synthetic_esg_kpi_tracker_generation_entity_level_v2
KPI-ENT-GROUP-001-SOC-002-2021,ENT-GROUP-001,SOC-002,ESG training completion,Social,2021,%,2019,37.3158,49.1962,2030,95.0,,20.6,True,Synthetic supporting workforce KPI for sustainability risk capability,synthetic_supporting_kpi,synthetic_esg_kpi_tracker_generation_entity_level_v2
KPI-ENT-GROUP-001-SOC-002-2022,ENT-GROUP-001,SOC-002,ESG training completion,Social,2022,%,2019,37.3158,54.0751,2030,95.0,,29.05,True,Synthetic supporting workforce KPI for sustainability risk capability,synthetic_supporting_kpi,synthetic_esg_kpi_tracker_generation_entity_level_v2
KPI-ENT-GROUP-001-SOC-002-2023,ENT-GROUP-001,SOC-002,ESG training completion,Social,2023,%,2019,37.3158,59.4502,2030,95.0,,38.37,True,Synthetic supporting workforce KPI for sustainability risk capability,synthetic_supporting_kpi,synthetic_esg_kpi_tracker_generation_entity_level_v2
KPI-ENT-GROUP-001-SOC-002-2024,ENT-GROUP-001,SOC-002,ESG training completion,Social,2024,%,2019,37.3158,64.9856,2030,95.0,,47.97,True,Synthetic supporting workforce KPI for sustainability risk capability,synthetic_supporting_kpi,synthetic_esg_kpi_tracker_generation_entity_level_v2
KPI-ENT-GROUP-001-GOV-001-2019,ENT-GROUP-001,GOV-001,Board meetings with ESG agenda,Governance,2019,%,2019,34.9137,34.9137,2030,100.0,,0.0,True,Synthetic governance KPI linked to board_minutes,synthetic_supporting_kpi,synthetic_esg_kpi_tracker_generation_entity_level_v2
KPI-ENT-GROUP-001-GOV-001-2020,ENT-GROUP-001,GOV-001,Board meetings with ESG agenda,Governance,2020,%,2019,34.9137,41.0778,2030,100.0,,9.47,True,Synthetic governance KPI linked to board_minutes,synthetic_supporting_kpi,synthetic_esg_kpi_tracker_generation_entity_level_v2
KPI-ENT-GROUP-001-GOV-001-2021,ENT-GROUP-001,GOV-001,Board meetings with ESG agenda,Governance,2021,%,2019,34.9137,45.8063,2030,100.0,,16.74,True,Synthetic governance KPI linked to board_minutes,synthetic_supporting_kpi,synthetic_esg_kpi_tracker_generation_entity_level_v2
KPI-ENT-GROUP-001-GOV-001-2022,ENT-GROUP-001,GOV-001,Board meetings with ESG agenda,Governance,2022,%,2019,34.9137,51.5078,2030,100.0,,25.5,True,Synthetic governance KPI linked to board_minutes,synthetic_supporting_kpi,synthetic_esg_kpi_tracker_generation_entity_level_v2
KPI-ENT-GROUP-001-GOV-001-2023,ENT-GROUP-001,GOV-001,Board meetings with ESG agenda,Governance,2023,%,2019,34.9137,59.2288,2030,100.0,,37.36,True,Synthetic governance KPI linked to board_minutes,synthetic_supporting_kpi,synthetic_esg_kpi_tracker_generation_entity_level_v2
KPI-ENT-GROUP-001-GOV-001-2024,ENT-GROUP-001,GOV-001,Board meetings with ESG agenda,Governance,2024,%,2019,34.9137,64.4335,2030,100.0,,45.35,True,Synthetic governance KPI linked to board_minutes,synthetic_supporting_kpi,synthetic_esg_kpi_tracker_generation_entity_level_v2
