policy_ref_id,entity_id,entity_legal_name,country_code,reporting_year,regulatory_regime,intl_agreement_name,intl_agreement_year,intl_agreement_body,temperature_pathway_c,jurisdiction_policy_regime,ndc_ambition_summary,national_net_zero_year,linked_scenario_ids,scenario_temp_pathways,scenario_includes_1_5c,linked_kpi_targets_json,carbon_price_eur_per_tco2e,carbon_price_applies_to_financed_emissions,ifrs_s2_para_refs,policy_context_narrative,intl_agreement_alignment_note,jurisdictional_commitment_summary,scenario_policy_assumption_note,target_informed_by_agreement_note,data_source,created_from
POLREF-ENT-FR-002-2023,ENT-FR-002,Atlas Retail Bank France SA,FR,2023,CSRD,Paris Agreement 2°C,2015,UNFCCC,2.0,EU CSRD / EU ETS / Loi Energie-Climat,EU: 55% by 2030 vs 1990,2050,[],[],0,"[{""kpi_code"": ""ENV-001"", ""kpi_name"": ""Scope 1 emissions"", ""target_value"": 332.9248, ""target_year"": 2030, ""baseline_year"": 2019}, {""kpi_code"": ""ENV-002"", ""kpi_name"": ""Scope 2 location-based emissions"", ""target_value"": 696.8085, ""target_year"": 2030, ""baseline_year"": 2019}, {""kpi_code"": ""ENV-003"", ""kpi_name"": ""Total operational Scope 1 and 2 emissions"", ""target_value"": 1029.7333, ""target_year"": 2030, ""baseline_year"": 2019}, {""kpi_code"": ""ENV-004"", ""kpi_name"": ""Energy consumption"", ""target_value"": 18343913.256, ""target_year"": 2030, ""baseline_year"": 2019}, {""kpi_code"": ""ENV-005"", ""kpi_name"": ""Energy cost"", ""target_value"": 2899915.362, ""target_year"": 2030, ""baseline_year"": 2019}]",69.06,False,"§14(a), §22(a), §22(b), §33-34","Atlas Retail Bank France SA operates within the regulatory regime of the EU, specifically under the Corporate Sustainability Reporting Directive (CSRD), the EU Emissions Trading System (EU ETS), and the French Loi Energie-Climat. These policies provide a framework for climate-related disclosures and emissions reduction obligations applicable to the entity's operations in France.","The entity's climate-related disclosures provide context aligned with the Paris Agreement 2015 under the UNFCCC, which targets limiting global temperature rise to 2.0°C. This international agreement underpins the broader climate policy environment influencing the entity's reporting and target setting.","The jurisdictional climate commitments relevant to the entity include the European Union's nationally determined contribution (NDC) to reduce greenhouse gas emissions by 55% by 2030 compared to 1990 levels, and France's national net zero target year of 2050. These commitments frame the regulatory and policy expectations for the entity's climate strategy.",No scenario model outputs are linked to this entity-year in the source table. The 2.0°C pathway is used as policy reference context rather than as evidence of an entity-specific scenario analysis result.,"The entity has linked climate-related KPI targets for Scope 1 and Scope 2 emissions, total operational emissions, energy consumption, and energy cost, all with 2030 target years and 2019 baselines. These targets support interpretation of the entity's alignment with the Paris Agreement 2°C pathway and jurisdictional climate commitments.",Derived: entity_master + scenario_model_out + esg_kpi_tracker + internal_carbon_price,generate_climate_policy_reference.py
POLREF-ENT-FR-002-2024,ENT-FR-002,Atlas Retail Bank France SA,FR,2024,CSRD,Paris Agreement 1.5°C,2015,UNFCCC,1.5,EU CSRD / EU ETS / Loi Energie-Climat,EU: 55% by 2030 vs 1990,2050,"[""NGFS_NET_ZERO_2050"", ""NGFS_DISORDERLY"", ""NGFS_HOT_HOUSE_WORLD""]","[1.5, 2.0, 3.5]",1,"[{""kpi_code"": ""ENV-001"", ""kpi_name"": ""Scope 1 emissions"", ""target_value"": 332.9248, ""target_year"": 2030, ""baseline_year"": 2019}, {""kpi_code"": ""ENV-002"", ""kpi_name"": ""Scope 2 location-based emissions"", ""target_value"": 696.8085, ""target_year"": 2030, ""baseline_year"": 2019}, {""kpi_code"": ""ENV-003"", ""kpi_name"": ""Total operational Scope 1 and 2 emissions"", ""target_value"": 1029.7333, ""target_year"": 2030, ""baseline_year"": 2019}, {""kpi_code"": ""ENV-004"", ""kpi_name"": ""Energy consumption"", ""target_value"": 18343913.256, ""target_year"": 2030, ""baseline_year"": 2019}, {""kpi_code"": ""ENV-005"", ""kpi_name"": ""Energy cost"", ""target_value"": 2899915.362, ""target_year"": 2030, ""baseline_year"": 2019}]",69.75,False,"§14(a), §22(a), §22(b), §33-34","Atlas Retail Bank France SA operates within the regulatory framework of the EU CSRD, EU ETS, and the French Loi Energie-Climat, which collectively provide a comprehensive policy environment aimed at reducing greenhouse gas emissions. The entity's reporting is influenced by the EU's nationally determined contribution targeting a 55% emissions reduction by 2030 compared to 1990 levels, and the national net zero target year of 2050. This policy context supports interpretation of the entity's climate-related disclosures under IFRS S2, particularly in relation to emissions reduction and energy consumption targets.","The entity's climate-related disclosures are informed by the Paris Agreement 1.5°C temperature pathway established under the UNFCCC in 2015. This international agreement provides a global framework for limiting temperature rise to 1.5°C above pre-industrial levels, which aligns with the entity's scenario analysis and target setting as referenced in IFRS S2 §14(a) and §22(a).","Atlas Retail Bank France SA operates in France, where jurisdictional commitments include the EU's 55% emissions reduction target by 2030 relative to 1990 levels and a national net zero emissions goal by 2050. These commitments form the basis for the entity's climate strategy and disclosures, reflecting the regulatory and policy environment impacting its operations and reporting obligations.","The entity's climate-related disclosures incorporate scenario analysis linked to NGFS scenarios including NGFS_NET_ZERO_2050 (1.5°C pathway), NGFS_DISORDERLY (2.0°C pathway), and NGFS_HOT_HOUSE_WORLD (3.5°C pathway). These scenarios provide a range of potential future climate and policy outcomes, supporting the assessment of resilience and strategic planning under IFRS S2 §33-34.","Atlas Retail Bank France SA's climate-related KPI targets for Scope 1, Scope 2 location-based, total operational Scope 1 and 2 emissions, energy consumption, and energy cost by 2030 are informed by the Paris Agreement 1.5°C temperature goal. These targets, with 2019 baselines, reflect alignment with international climate objectives and jurisdictional policy ambitions as referenced in IFRS S2 §22(b).",Derived: entity_master + scenario_model_out + esg_kpi_tracker + internal_carbon_price,generate_climate_policy_reference.py
POLREF-ENT-DE-003-2019,ENT-DE-003,Atlas Bank Deutschland AG,DE,2019,CSRD,Paris Agreement 2°C,2015,UNFCCC,2.0,EU CSRD / EU ETS / German Climate Action Programme,EU: 55% by 2030 vs 1990,2045,[],[],0,"[{""kpi_code"": ""ENV-001"", ""kpi_name"": ""Scope 1 emissions"", ""target_value"": 121.2453, ""target_year"": 2030, ""baseline_year"": 2019}, {""kpi_code"": ""ENV-002"", ""kpi_name"": ""Scope 2 location-based emissions"", ""target_value"": 628.4019, ""target_year"": 2030, ""baseline_year"": 2019}, {""kpi_code"": ""ENV-003"", ""kpi_name"": ""Total operational Scope 1 and 2 emissions"", ""target_value"": 749.6472, ""target_year"": 2030, ""baseline_year"": 2019}, {""kpi_code"": ""ENV-004"", ""kpi_name"": ""Energy consumption"", ""target_value"": 2394821.416, ""target_year"": 2030, ""baseline_year"": 2019}, {""kpi_code"": ""ENV-005"", ""kpi_name"": ""Energy cost"", ""target_value"": 468969.264, ""target_year"": 2030, ""baseline_year"": 2019}]",33.55,True,"§14(a), §22(a), §22(b), §33-34","Atlas Bank Deutschland AG operates within the regulatory framework of the EU CSRD, EU ETS, and the German Climate Action Programme. These policies collectively provide a comprehensive climate policy context that influences the entity's climate-related disclosures and strategic planning. The EU CSRD mandates enhanced sustainability reporting, while the EU ETS establishes a carbon pricing mechanism impacting emissions. The German Climate Action Programme sets national targets and measures supporting emissions reduction and climate resilience.","The entity's climate-related disclosures provide context aligned with the Paris Agreement 2°C goal established under the UNFCCC in 2015. This international agreement aims to limit global temperature increase to well below 2°C above pre-industrial levels, which supports interpretation of the entity's climate strategy and target setting within a globally recognized temperature pathway.","Atlas Bank Deutschland AG operates in Germany, where the national climate commitment includes a net-zero greenhouse gas emissions target by 2045. The jurisdictional ambition is further supported by the EU's commitment to reduce emissions by 55% by 2030 compared to 1990 levels. These commitments form the basis for the entity's climate-related risk management and opportunity assessment.",No scenario model outputs are linked to this entity-year in the source table. The 2.0°C pathway is used as policy reference context rather than as evidence of an entity-specific scenario analysis result.,"The entity has linked climate KPI targets for Scope 1, Scope 2 location-based, total operational Scope 1 and 2 emissions, energy consumption, and energy cost, all with 2030 target years and 2019 baselines. These targets provide evidence of emissions and energy reduction ambitions that are consistent with the Paris Agreement 2°C temperature pathway and jurisdictional climate commitments.",Derived: entity_master + scenario_model_out + esg_kpi_tracker + internal_carbon_price,generate_climate_policy_reference.py
POLREF-ENT-DE-003-2020,ENT-DE-003,Atlas Bank Deutschland AG,DE,2020,CSRD,Paris Agreement 2°C,2015,UNFCCC,2.0,EU CSRD / EU ETS / German Climate Action Programme,EU: 55% by 2030 vs 1990,2045,[],[],0,"[{""kpi_code"": ""ENV-001"", ""kpi_name"": ""Scope 1 emissions"", ""target_value"": 121.2453, ""target_year"": 2030, ""baseline_year"": 2019}, {""kpi_code"": ""ENV-002"", ""kpi_name"": ""Scope 2 location-based emissions"", ""target_value"": 628.4019, ""target_year"": 2030, ""baseline_year"": 2019}, {""kpi_code"": ""ENV-003"", ""kpi_name"": ""Total operational Scope 1 and 2 emissions"", ""target_value"": 749.6472, ""target_year"": 2030, ""baseline_year"": 2019}, {""kpi_code"": ""ENV-004"", ""kpi_name"": ""Energy consumption"", ""target_value"": 2394821.416, ""target_year"": 2030, ""baseline_year"": 2019}, {""kpi_code"": ""ENV-005"", ""kpi_name"": ""Energy cost"", ""target_value"": 468969.264, ""target_year"": 2030, ""baseline_year"": 2019}]",39.24,True,"§14(a), §22(a), §22(b), §33-34","Atlas Bank Deutschland AG operates within the regulatory framework of the EU CSRD, EU ETS, and the German Climate Action Programme. These policies provide a comprehensive context for the entity's climate-related disclosures and strategic planning, reflecting the evolving regulatory environment in Germany and the European Union as of 2020.",The entity's climate-related disclosures provide policy context aligned with the Paris Agreement 2°C goal established in 2015 under the UNFCCC. This alignment supports interpretation of the entity's climate strategy and risk management in the context of international climate objectives.,"Atlas Bank Deutschland AG operates in a jurisdiction where the European Union has set a Nationally Determined Contribution (NDC) ambition of reducing emissions by 55% by 2030 compared to 1990 levels, with Germany targeting net zero emissions by 2045. These commitments shape the regulatory and policy environment influencing the entity's climate-related activities.",No scenario model outputs are linked to this entity-year in the source table. The 2.0°C pathway is used as policy reference context rather than as evidence of an entity-specific scenario analysis result.,"The entity has linked climate KPI targets for Scope 1, Scope 2 location-based, total operational Scope 1 and 2 emissions, energy consumption, and energy cost, all with 2030 target years and 2019 baselines. These targets provide evidence of climate-related performance objectives that are informed by the policy context of the Paris Agreement 2°C goal and relevant jurisdictional commitments.",Derived: entity_master + scenario_model_out + esg_kpi_tracker + internal_carbon_price,generate_climate_policy_reference.py
POLREF-ENT-DE-003-2021,ENT-DE-003,Atlas Bank Deutschland AG,DE,2021,CSRD,Paris Agreement 2°C,2015,UNFCCC,2.0,EU CSRD / EU ETS / German Climate Action Programme,EU: 55% by 2030 vs 1990,2045,[],[],0,"[{""kpi_code"": ""ENV-001"", ""kpi_name"": ""Scope 1 emissions"", ""target_value"": 121.2453, ""target_year"": 2030, ""baseline_year"": 2019}, {""kpi_code"": ""ENV-002"", ""kpi_name"": ""Scope 2 location-based emissions"", ""target_value"": 628.4019, ""target_year"": 2030, ""baseline_year"": 2019}, {""kpi_code"": ""ENV-003"", ""kpi_name"": ""Total operational Scope 1 and 2 emissions"", ""target_value"": 749.6472, ""target_year"": 2030, ""baseline_year"": 2019}, {""kpi_code"": ""ENV-004"", ""kpi_name"": ""Energy consumption"", ""target_value"": 2394821.416, ""target_year"": 2030, ""baseline_year"": 2019}, {""kpi_code"": ""ENV-005"", ""kpi_name"": ""Energy cost"", ""target_value"": 468969.264, ""target_year"": 2030, ""baseline_year"": 2019}]",42.39,True,"§14(a), §22(a), §22(b), §33-34","Atlas Bank Deutschland AG operates within the regulatory framework of the EU CSRD, EU ETS, and the German Climate Action Programme, which collectively provide a comprehensive policy context for climate-related disclosures and emissions management in Germany. These regimes establish binding requirements and targets that influence the entity's climate strategy and reporting obligations for the 2021 reporting year.","The entity's climate-related disclosures and targets are informed by the Paris Agreement 2°C goal established in 2015 under the UNFCCC, which sets an international temperature pathway limit of 2.0°C. This agreement supports interpretation of the entity's climate strategy and target-setting within a globally recognized temperature goal framework.","Atlas Bank Deutschland AG operates in Germany, where the national climate ambition includes achieving a 55% reduction in emissions by 2030 compared to 1990 levels, aligned with the EU's collective target, and a national net zero emissions target year of 2045. These jurisdictional commitments provide a foundational context for the entity's climate-related targets and disclosures.",No scenario model outputs are linked to this entity-year in the source table. The 2.0°C pathway is used as policy reference context rather than as evidence of an entity-specific scenario analysis result.,"The entity's linked climate KPI targets for Scope 1, Scope 2 location-based, total operational Scope 1 and 2 emissions, energy consumption, and energy cost, all with 2030 target years and 2019 baselines, provide evidence of target-setting informed by the Paris Agreement 2°C temperature pathway and relevant jurisdictional climate commitments.",Derived: entity_master + scenario_model_out + esg_kpi_tracker + internal_carbon_price,generate_climate_policy_reference.py
POLREF-ENT-DE-003-2022,ENT-DE-003,Atlas Bank Deutschland AG,DE,2022,CSRD,Paris Agreement 2°C,2015,UNFCCC,2.0,EU CSRD / EU ETS / German Climate Action Programme,EU: 55% by 2030 vs 1990,2045,[],[],0,"[{""kpi_code"": ""ENV-001"", ""kpi_name"": ""Scope 1 emissions"", ""target_value"": 121.2453, ""target_year"": 2030, ""baseline_year"": 2019}, {""kpi_code"": ""ENV-002"", ""kpi_name"": ""Scope 2 location-based emissions"", ""target_value"": 628.4019, ""target_year"": 2030, ""baseline_year"": 2019}, {""kpi_code"": ""ENV-003"", ""kpi_name"": ""Total operational Scope 1 and 2 emissions"", ""target_value"": 749.6472, ""target_year"": 2030, ""baseline_year"": 2019}, {""kpi_code"": ""ENV-004"", ""kpi_name"": ""Energy consumption"", ""target_value"": 2394821.416, ""target_year"": 2030, ""baseline_year"": 2019}, {""kpi_code"": ""ENV-005"", ""kpi_name"": ""Energy cost"", ""target_value"": 468969.264, ""target_year"": 2030, ""baseline_year"": 2019}]",46.84,True,"§14(a), §22(a), §22(b), §33-34","Atlas Bank Deutschland AG operates in Germany and reports under the EU Corporate Sustainability Reporting Directive (CSRD). The entity's policy context includes the EU Emissions Trading System (EU ETS) and the German Climate Action Programme, which collectively provide a regulatory framework aimed at reducing greenhouse gas emissions. The EU has set a Nationally Determined Contribution (NDC) ambition of reducing emissions by 55% by 2030 compared to 1990 levels, with a national net zero target year of 2045. This context informs the entity's climate-related disclosures and strategic planning.",The entity's climate-related disclosures reference the Paris Agreement 2°C temperature pathway established in 2015 under the UNFCCC. This international agreement provides a global framework for limiting temperature rise to well below 2°C above pre-industrial levels. The entity's reporting acknowledges this pathway as a guiding international climate objective but does not imply direct compliance or alignment beyond providing context.,"Atlas Bank Deutschland AG operates within the jurisdiction of the European Union and Germany, where climate commitments include the EU's 55% emissions reduction target by 2030 relative to 1990 levels and Germany's national net zero target year of 2045. These commitments are embedded in the EU CSRD, EU ETS, and the German Climate Action Programme, which collectively shape the regulatory environment influencing the entity's climate strategy and disclosures.",No scenario model outputs are linked to this entity-year in the source table. The 2.0°C pathway is used as policy reference context rather than as evidence of an entity-specific scenario analysis result.,"The entity has linked climate KPI targets related to Scope 1 emissions, Scope 2 location-based emissions, total operational Scope 1 and 2 emissions, energy consumption, and energy cost, all with 2030 target years and 2019 baselines. These targets provide evidence of the entity's efforts to manage emissions and energy use within the context of the Paris Agreement 2°C pathway and relevant jurisdictional climate policies.",Derived: entity_master + scenario_model_out + esg_kpi_tracker + internal_carbon_price,generate_climate_policy_reference.py
POLREF-ENT-DE-003-2023,ENT-DE-003,Atlas Bank Deutschland AG,DE,2023,CSRD,Paris Agreement 2°C,2015,UNFCCC,2.0,EU CSRD / EU ETS / German Climate Action Programme,EU: 55% by 2030 vs 1990,2045,[],[],0,"[{""kpi_code"": ""ENV-001"", ""kpi_name"": ""Scope 1 emissions"", ""target_value"": 121.2453, ""target_year"": 2030, ""baseline_year"": 2019}, {""kpi_code"": ""ENV-002"", ""kpi_name"": ""Scope 2 location-based emissions"", ""target_value"": 628.4019, ""target_year"": 2030, ""baseline_year"": 2019}, {""kpi_code"": ""ENV-003"", ""kpi_name"": ""Total operational Scope 1 and 2 emissions"", ""target_value"": 749.6472, ""target_year"": 2030, ""baseline_year"": 2019}, {""kpi_code"": ""ENV-004"", ""kpi_name"": ""Energy consumption"", ""target_value"": 2394821.416, ""target_year"": 2030, ""baseline_year"": 2019}, {""kpi_code"": ""ENV-005"", ""kpi_name"": ""Energy cost"", ""target_value"": 468969.264, ""target_year"": 2030, ""baseline_year"": 2019}]",54.75,True,"§14(a), §22(a), §22(b), §33-34","Atlas Bank Deutschland AG operates in Germany under the regulatory regime of the EU Corporate Sustainability Reporting Directive (CSRD), the EU Emissions Trading System (EU ETS), and the German Climate Action Programme. These frameworks provide a comprehensive policy context for climate-related disclosures and emissions reduction efforts in the 2023 reporting year.","The entity's climate-related disclosures and targets are informed by the Paris Agreement 2015 under the UNFCCC, which aims to limit global temperature rise to well below 2°C above pre-industrial levels. This international agreement supports interpretation of the entity's climate strategy and target setting within a 2.0°C temperature pathway.","The jurisdictional climate policy context includes the European Union's commitment to reduce greenhouse gas emissions by 55% by 2030 compared to 1990 levels, and Germany's national net zero target year of 2045. These commitments frame the regulatory and policy environment in which the entity operates.",No scenario model outputs are linked to this entity-year in the source table. The 2.0°C pathway is used as policy reference context rather than as evidence of an entity-specific scenario analysis result.,"The entity has linked climate KPI targets for Scope 1, Scope 2 location-based, total operational Scope 1 and 2 emissions, energy consumption, and energy cost, all with 2030 target years and 2019 baselines. These targets provide evidence of alignment with the Paris Agreement 2°C pathway and jurisdictional climate ambitions.",Derived: entity_master + scenario_model_out + esg_kpi_tracker + internal_carbon_price,generate_climate_policy_reference.py
POLREF-ENT-DE-003-2024,ENT-DE-003,Atlas Bank Deutschland AG,DE,2024,CSRD,Paris Agreement 1.5°C,2015,UNFCCC,1.5,EU CSRD / EU ETS / German Climate Action Programme,EU: 55% by 2030 vs 1990,2045,"[""NGFS_NET_ZERO_2050"", ""NGFS_DISORDERLY"", ""NGFS_HOT_HOUSE_WORLD""]","[1.5, 2.0, 3.5]",1,"[{""kpi_code"": ""ENV-001"", ""kpi_name"": ""Scope 1 emissions"", ""target_value"": 121.2453, ""target_year"": 2030, ""baseline_year"": 2019}, {""kpi_code"": ""ENV-002"", ""kpi_name"": ""Scope 2 location-based emissions"", ""target_value"": 628.4019, ""target_year"": 2030, ""baseline_year"": 2019}, {""kpi_code"": ""ENV-003"", ""kpi_name"": ""Total operational Scope 1 and 2 emissions"", ""target_value"": 749.6472, ""target_year"": 2030, ""baseline_year"": 2019}, {""kpi_code"": ""ENV-004"", ""kpi_name"": ""Energy consumption"", ""target_value"": 2394821.416, ""target_year"": 2030, ""baseline_year"": 2019}, {""kpi_code"": ""ENV-005"", ""kpi_name"": ""Energy cost"", ""target_value"": 468969.264, ""target_year"": 2030, ""baseline_year"": 2019}]",57.51,True,"§14(a), §22(a), §22(b), §33-34","Atlas Bank Deutschland AG operates in Germany and reports under the EU Corporate Sustainability Reporting Directive (CSRD) regime. The entity's policy context includes the EU Emissions Trading System (EU ETS) and the German Climate Action Programme, which collectively support the EU's ambition to reduce greenhouse gas emissions by 55% by 2030 compared to 1990 levels. Germany's national net zero target year is 2045, providing a clear jurisdictional framework for climate-related policies influencing the entity's operations and disclosures.","The entity's climate-related disclosures provide context aligned with the Paris Agreement 1.5°C temperature pathway, as adopted by the UNFCCC in 2015. This international agreement underpins the entity's consideration of climate-related risks and opportunities, supporting interpretation of its strategic and financial planning in line with global efforts to limit warming to 1.5°C.","Atlas Bank Deutschland AG operates within the EU and German jurisdictional climate policy frameworks, which include legally binding commitments such as the EU's 55% emissions reduction target by 2030 and Germany's national net zero target by 2045. These commitments form the basis for the entity's climate-related risk management and target setting.","The entity links its climate-related disclosures to scenario analysis outputs from NGFS scenarios including NGFS_NET_ZERO_2050 (1.5°C pathway), NGFS_DISORDERLY (2.0°C pathway), and NGFS_HOT_HOUSE_WORLD (3.5°C pathway). These scenarios incorporate varying policy assumptions and temperature outcomes, providing a range of plausible futures to inform the entity's assessment of climate-related risks and opportunities.","Atlas Bank Deutschland AG's climate-related targets are informed by the Paris Agreement 1.5°C pathway and jurisdictional commitments. The entity discloses specific KPI targets related to Scope 1 and Scope 2 emissions, total operational emissions, energy consumption, and energy cost, all with 2030 target years and 2019 baselines, supporting alignment with international and jurisdictional climate goals.",Derived: entity_master + scenario_model_out + esg_kpi_tracker + internal_carbon_price,generate_climate_policy_reference.py
POLREF-ENT-NL-004-2019,ENT-NL-004,Atlas Bank Netherlands NV,NL,2019,CSRD,Paris Agreement 2°C,2015,UNFCCC,2.0,EU CSRD / EU ETS / Dutch Climate Agreement,EU: 55% by 2030 vs 1990,2050,[],[],0,"[{""kpi_code"": ""ENV-001"", ""kpi_name"": ""Scope 1 emissions"", ""target_value"": 147.0598, ""target_year"": 2030, ""baseline_year"": 2019}, {""kpi_code"": ""ENV-002"", ""kpi_name"": ""Scope 2 location-based emissions"", ""target_value"": 407.5946, ""target_year"": 2030, ""baseline_year"": 2019}, {""kpi_code"": ""ENV-003"", ""kpi_name"": ""Total operational Scope 1 and 2 emissions"", ""target_value"": 554.6544, ""target_year"": 2030, ""baseline_year"": 2019}, {""kpi_code"": ""ENV-004"", ""kpi_name"": ""Energy consumption"", ""target_value"": 2702768.136, ""target_year"": 2030, ""baseline_year"": 2019}, {""kpi_code"": ""ENV-005"", ""kpi_name"": ""Energy cost"", ""target_value"": 372082.599, ""target_year"": 2030, ""baseline_year"": 2019}]",34.57,False,"§14(a), §22(a), §22(b), §33-34","Atlas Bank Netherlands NV operates within the regulatory regime of the EU CSRD, EU ETS, and the Dutch Climate Agreement, providing policy context for its climate-related disclosures in 2019. The entity's reporting environment is influenced by the EU's commitment to reduce greenhouse gas emissions by 55% by 2030 compared to 1990 levels and the national net zero target year of 2050.","The entity's climate-related disclosures are situated within the framework of the Paris Agreement 2°C goal established in 2015 under the UNFCCC, supporting interpretation of its alignment with international efforts to limit global temperature rise to 2.0 degrees Celsius.","Atlas Bank Netherlands NV operates in a jurisdiction where the EU and the Netherlands have established ambitious climate commitments, including a 55% emissions reduction target by 2030 relative to 1990 and a national net zero emissions target by 2050, as reflected in the EU CSRD, EU ETS, and Dutch Climate Agreement policy regimes.",No scenario model outputs are linked to this entity-year in the source table. The 2.0°C pathway is used as policy reference context rather than as evidence of an entity-specific scenario analysis result.,"The entity's climate-related targets include Scope 1, Scope 2 location-based, total operational Scope 1 and 2 emissions, energy consumption, and energy cost targets all set for 2030 with 2019 as the baseline year. These targets provide evidence of alignment with the Paris Agreement 2°C temperature pathway and jurisdictional climate commitments.",Derived: entity_master + scenario_model_out + esg_kpi_tracker + internal_carbon_price,generate_climate_policy_reference.py
POLREF-ENT-NL-004-2020,ENT-NL-004,Atlas Bank Netherlands NV,NL,2020,CSRD,Paris Agreement 2°C,2015,UNFCCC,2.0,EU CSRD / EU ETS / Dutch Climate Agreement,EU: 55% by 2030 vs 1990,2050,[],[],0,"[{""kpi_code"": ""ENV-001"", ""kpi_name"": ""Scope 1 emissions"", ""target_value"": 147.0598, ""target_year"": 2030, ""baseline_year"": 2019}, {""kpi_code"": ""ENV-002"", ""kpi_name"": ""Scope 2 location-based emissions"", ""target_value"": 407.5946, ""target_year"": 2030, ""baseline_year"": 2019}, {""kpi_code"": ""ENV-003"", ""kpi_name"": ""Total operational Scope 1 and 2 emissions"", ""target_value"": 554.6544, ""target_year"": 2030, ""baseline_year"": 2019}, {""kpi_code"": ""ENV-004"", ""kpi_name"": ""Energy consumption"", ""target_value"": 2702768.136, ""target_year"": 2030, ""baseline_year"": 2019}, {""kpi_code"": ""ENV-005"", ""kpi_name"": ""Energy cost"", ""target_value"": 372082.599, ""target_year"": 2030, ""baseline_year"": 2019}]",40.53,False,"§14(a), §22(a), §22(b), §33-34","Atlas Bank Netherlands NV operates within the regulatory regime of the EU CSRD, EU ETS, and the Dutch Climate Agreement. This policy context provides a framework for the entity's climate-related disclosures and informs its understanding of climate-related risks and opportunities in line with regional and national climate policies.",The entity's climate-related disclosures reference the Paris Agreement 2°C target established in 2015 under the UNFCCC. This international agreement supports interpretation of the entity's climate strategy and target setting within a global temperature pathway of 2.0°C.,"Atlas Bank Netherlands NV operates in the Netherlands, where the jurisdictional climate commitments include the EU's target of reducing emissions by 55% by 2030 compared to 1990 levels and a national net zero target year of 2050. These commitments provide a basis for the entity's climate-related disclosures and strategic planning.",No scenario model outputs are linked to this entity-year in the source table. The 2.0°C pathway is used as policy reference context rather than as evidence of an entity-specific scenario analysis result.,"The entity has linked climate KPI targets covering Scope 1, Scope 2 location-based, total operational Scope 1 and 2 emissions, energy consumption, and energy cost, all with 2030 target years and 2019 baselines. These targets provide evidence of the entity's efforts to align with the Paris Agreement 2°C temperature pathway and relevant jurisdictional climate commitments.",Derived: entity_master + scenario_model_out + esg_kpi_tracker + internal_carbon_price,generate_climate_policy_reference.py
POLREF-ENT-NL-004-2021,ENT-NL-004,Atlas Bank Netherlands NV,NL,2021,CSRD,Paris Agreement 2°C,2015,UNFCCC,2.0,EU CSRD / EU ETS / Dutch Climate Agreement,EU: 55% by 2030 vs 1990,2050,[],[],0,"[{""kpi_code"": ""ENV-001"", ""kpi_name"": ""Scope 1 emissions"", ""target_value"": 147.0598, ""target_year"": 2030, ""baseline_year"": 2019}, {""kpi_code"": ""ENV-002"", ""kpi_name"": ""Scope 2 location-based emissions"", ""target_value"": 407.5946, ""target_year"": 2030, ""baseline_year"": 2019}, {""kpi_code"": ""ENV-003"", ""kpi_name"": ""Total operational Scope 1 and 2 emissions"", ""target_value"": 554.6544, ""target_year"": 2030, ""baseline_year"": 2019}, {""kpi_code"": ""ENV-004"", ""kpi_name"": ""Energy consumption"", ""target_value"": 2702768.136, ""target_year"": 2030, ""baseline_year"": 2019}, {""kpi_code"": ""ENV-005"", ""kpi_name"": ""Energy cost"", ""target_value"": 372082.599, ""target_year"": 2030, ""baseline_year"": 2019}]",50.12,False,"§14(a), §22(a), §22(b), §33-34","Atlas Bank Netherlands NV operates within the regulatory regime of the EU Corporate Sustainability Reporting Directive (CSRD), the EU Emissions Trading System (EU ETS), and the Dutch Climate Agreement. These frameworks provide policy context for the entity's climate-related disclosures and reflect the jurisdiction's approach to climate mitigation and reporting obligations.",The entity's climate-related disclosures are situated within the context of the Paris Agreement 2°C goal established in 2015 under the UNFCCC. This international agreement supports interpretation of the entity's climate strategy and target setting in alignment with a 2.0°C temperature pathway.,"The Netherlands, as part of the European Union, has committed to reducing greenhouse gas emissions by 55% by 2030 compared to 1990 levels and aims for national net zero emissions by 2050. These jurisdictional commitments provide a foundational context for the entity's climate-related targets and disclosures.",No scenario model outputs are linked to this entity-year in the source table. The 2.0°C pathway is used as policy reference context rather than as evidence of an entity-specific scenario analysis result.,"The entity has linked climate KPI targets addressing Scope 1 emissions, Scope 2 location-based emissions, total operational Scope 1 and 2 emissions, energy consumption, and energy cost, all with 2030 target years and 2019 baselines. These targets provide evidence of climate-related performance objectives that are informed by the policy context of the Paris Agreement 2°C goal and relevant jurisdictional climate commitments.",Derived: entity_master + scenario_model_out + esg_kpi_tracker + internal_carbon_price,generate_climate_policy_reference.py
