credit_id,entity_id,entity_legal_name,country_code,reporting_year,standard,project_type,credit_type,vintage_year,volume_tco2e,price_eur_per_tco2e,total_cost_eur,status,registry_serial,additionality_verified,permanence_rating,use_case,currency,data_source,created_from
CC-00000031,ENT-GROUP-001,Atlas Banking Group SA,FR,2019,Gold_Standard,forestry_REDD,avoidance_reduction,2016,6163.56,15.94,98248.84,purchased,GOL-2016-953955,True,high,operational_emissions_offset,EUR,synthetic_carbon_credit_registry,synthetic_carbon_credits_generation_v1
CC-00000032,ENT-GROUP-001,Atlas Banking Group SA,FR,2019,Gold_Standard,cookstoves,avoidance_reduction,2017,889.61,9.71,8636.57,purchased,GOL-2017-853417,False,low,client_solution_inventory,EUR,synthetic_carbon_credit_registry,synthetic_carbon_credits_generation_v1
CC-00000033,ENT-GROUP-001,Atlas Banking Group SA,FR,2019,CDM,methane_capture,carbon_removal,2019,441.61,23.21,10251.55,purchased,CDM-2019-390774,True,high,operational_emissions_offset,EUR,synthetic_carbon_credit_registry,synthetic_carbon_credits_generation_v1
CC-00000034,ENT-GROUP-001,Atlas Banking Group SA,FR,2019,VCS,forestry_REDD,avoidance_reduction,2017,60.74,13.9,844.41,purchased,VCS-2017-643759,True,high,operational_emissions_offset,EUR,synthetic_carbon_credit_registry,synthetic_carbon_credits_generation_v1
CC-00000035,ENT-GROUP-001,Atlas Banking Group SA,FR,2019,VCS,methane_capture,avoidance_reduction,2016,2379.54,20.5,48770.52,purchased,VCS-2016-868770,True,medium,client_solution_inventory,EUR,synthetic_carbon_credit_registry,synthetic_carbon_credits_generation_v1
CC-00000036,ENT-GROUP-001,Atlas Banking Group SA,FR,2019,VCS,cookstoves,avoidance_reduction,2017,541.56,12.2,6609.07,purchased,VCS-2017-259046,True,medium,client_solution_inventory,EUR,synthetic_carbon_credit_registry,synthetic_carbon_credits_generation_v1
CC-00000037,ENT-GROUP-001,Atlas Banking Group SA,FR,2019,Gold_Standard,methane_capture,avoidance_reduction,2018,4444.33,9.52,42289.14,purchased,GOL-2018-570904,True,low,client_solution_inventory,EUR,synthetic_carbon_credit_registry,synthetic_carbon_credits_generation_v1
CC-00000038,ENT-GROUP-001,Atlas Banking Group SA,FR,2019,VCS,methane_capture,carbon_removal,2019,148.14,17.62,2609.75,purchased,VCS-2019-749670,True,medium,operational_emissions_offset,EUR,synthetic_carbon_credit_registry,synthetic_carbon_credits_generation_v1
CC-00000039,ENT-GROUP-001,Atlas Banking Group SA,FR,2019,VCS,renewable_energy,avoidance_reduction,2017,720.43,18.48,13316.27,purchased,VCS-2017-928105,True,medium,client_solution_inventory,EUR,synthetic_carbon_credit_registry,synthetic_carbon_credits_generation_v1
CC-00000040,ENT-GROUP-001,Atlas Banking Group SA,FR,2019,Gold_Standard,forestry_REDD,avoidance_reduction,2018,777.93,13.93,10833.16,purchased,GOL-2018-929460,True,high,client_solution_inventory,EUR,synthetic_carbon_credit_registry,synthetic_carbon_credits_generation_v1
CC-00000041,ENT-GROUP-001,Atlas Banking Group SA,FR,2019,CDM,forestry_REDD,avoidance_reduction,2018,418.88,10.48,4390.01,purchased,CDM-2018-965166,False,high,operational_emissions_offset,EUR,synthetic_carbon_credit_registry,synthetic_carbon_credits_generation_v1
CC-00000042,ENT-GROUP-001,Atlas Banking Group SA,FR,2019,VCS,renewable_energy,carbon_removal,2015,637.39,22.09,14080.83,purchased,VCS-2015-225935,False,medium,client_solution_inventory,EUR,synthetic_carbon_credit_registry,synthetic_carbon_credits_generation_v1
CC-00000043,ENT-GROUP-001,Atlas Banking Group SA,FR,2019,Gold_Standard,cookstoves,avoidance_reduction,2016,45.17,16.17,730.14,purchased,GOL-2016-129140,True,high,client_solution_inventory,EUR,synthetic_carbon_credit_registry,synthetic_carbon_credits_generation_v1
CC-00000044,ENT-GROUP-001,Atlas Banking Group SA,FR,2019,Gold_Standard,renewable_energy,avoidance_reduction,2018,847.4,20.52,17391.54,purchased,GOL-2018-764402,True,low,client_solution_inventory,EUR,synthetic_carbon_credit_registry,synthetic_carbon_credits_generation_v1
CC-00000045,ENT-GROUP-001,Atlas Banking Group SA,FR,2019,Gold_Standard,cookstoves,avoidance_reduction,2018,590.22,9.59,5662.48,purchased,GOL-2018-712654,True,high,operational_emissions_offset,EUR,synthetic_carbon_credit_registry,synthetic_carbon_credits_generation_v1
CC-00000046,ENT-GROUP-001,Atlas Banking Group SA,FR,2019,CDM,forestry_REDD,carbon_removal,2019,934.5,13.32,12443.79,purchased,CDM-2019-104926,True,medium,client_solution_inventory,EUR,synthetic_carbon_credit_registry,synthetic_carbon_credits_generation_v1
CC-00000047,ENT-GROUP-001,Atlas Banking Group SA,FR,2019,Gold_Standard,cookstoves,avoidance_reduction,2015,1228.97,20.65,25374.35,purchased,GOL-2015-208207,True,medium,operational_emissions_offset,EUR,synthetic_carbon_credit_registry,synthetic_carbon_credits_generation_v1
CC-00000048,ENT-GROUP-001,Atlas Banking Group SA,FR,2019,Gold_Standard,forestry_REDD,avoidance_reduction,2018,2537.44,16.72,42416.25,purchased,GOL-2018-177421,True,medium,operational_emissions_offset,EUR,synthetic_carbon_credit_registry,synthetic_carbon_credits_generation_v1
CC-00000049,ENT-GROUP-001,Atlas Banking Group SA,FR,2019,Gold_Standard,methane_capture,carbon_removal,2019,95.2,13.68,1302.26,purchased,GOL-2019-163181,True,low,carbon_neutral_product,EUR,synthetic_carbon_credit_registry,synthetic_carbon_credits_generation_v1
CC-00000050,ENT-GROUP-001,Atlas Banking Group SA,FR,2019,Gold_Standard,forestry_REDD,avoidance_reduction,2018,138.5,14.45,2001.81,purchased,GOL-2018-588710,True,medium,operational_emissions_offset,EUR,synthetic_carbon_credit_registry,synthetic_carbon_credits_generation_v1
CC-00000051,ENT-GROUP-001,Atlas Banking Group SA,FR,2019,CAR,renewable_energy,avoidance_reduction,2018,1799.52,16.97,30537.63,purchased,CAR-2018-498409,True,medium,operational_emissions_offset,EUR,synthetic_carbon_credit_registry,synthetic_carbon_credits_generation_v1
CC-00000052,ENT-GROUP-001,Atlas Banking Group SA,FR,2019,VCS,forestry_REDD,avoidance_reduction,2019,605.97,12.42,7527.47,purchased,VCS-2019-653227,True,medium,operational_emissions_offset,EUR,synthetic_carbon_credit_registry,synthetic_carbon_credits_generation_v1
CC-00000053,ENT-GROUP-001,Atlas Banking Group SA,FR,2019,VCS,forestry_REDD,avoidance_reduction,2017,130.81,8.88,1161.07,purchased,VCS-2017-368803,True,high,operational_emissions_offset,EUR,synthetic_carbon_credit_registry,synthetic_carbon_credits_generation_v1
CC-00000054,ENT-GROUP-001,Atlas Banking Group SA,FR,2019,VCS,methane_capture,avoidance_reduction,2017,624.53,12.57,7852.85,purchased,VCS-2017-321655,True,high,carbon_neutral_product,EUR,synthetic_carbon_credit_registry,synthetic_carbon_credits_generation_v1
CC-00000055,ENT-GROUP-001,Atlas Banking Group SA,FR,2019,VCS,renewable_energy,carbon_removal,2018,558.04,30.84,17208.27,purchased,VCS-2018-865202,True,medium,operational_emissions_offset,EUR,synthetic_carbon_credit_registry,synthetic_carbon_credits_generation_v1
CC-00000056,ENT-GROUP-001,Atlas Banking Group SA,FR,2019,CDM,renewable_energy,avoidance_reduction,2017,1111.33,19.51,21686.79,purchased,CDM-2017-839696,True,high,operational_emissions_offset,EUR,synthetic_carbon_credit_registry,synthetic_carbon_credits_generation_v1
CC-00000057,ENT-GROUP-001,Atlas Banking Group SA,FR,2019,Gold_Standard,methane_capture,avoidance_reduction,2015,45.86,19.71,903.77,purchased,GOL-2015-473688,True,medium,operational_emissions_offset,EUR,synthetic_carbon_credit_registry,synthetic_carbon_credits_generation_v1
CC-00000058,ENT-GROUP-001,Atlas Banking Group SA,FR,2019,VCS,blue_carbon,carbon_removal,2016,842.58,18.76,15804.31,purchased,VCS-2016-793538,True,high,carbon_neutral_product,EUR,synthetic_carbon_credit_registry,synthetic_carbon_credits_generation_v1
CC-00000059,ENT-GROUP-001,Atlas Banking Group SA,FR,2019,Gold_Standard,forestry_REDD,avoidance_reduction,2018,1114.99,10.59,11807.69,purchased,GOL-2018-475977,False,medium,client_solution_inventory,EUR,synthetic_carbon_credit_registry,synthetic_carbon_credits_generation_v1
CC-00000060,ENT-GROUP-001,Atlas Banking Group SA,FR,2019,CAR,forestry_REDD,avoidance_reduction,2019,294.0,9.46,2780.21,purchased,CAR-2019-851910,True,high,operational_emissions_offset,EUR,synthetic_carbon_credit_registry,synthetic_carbon_credits_generation_v1
CC-00000061,ENT-GROUP-001,Atlas Banking Group SA,FR,2019,Gold_Standard,cookstoves,avoidance_reduction,2018,76.38,12.26,936.03,purchased,GOL-2018-274948,True,high,operational_emissions_offset,EUR,synthetic_carbon_credit_registry,synthetic_carbon_credits_generation_v1
CC-00000062,ENT-GROUP-001,Atlas Banking Group SA,FR,2019,Gold_Standard,cookstoves,avoidance_reduction,2017,403.24,17.25,6954.58,purchased,GOL-2017-814997,True,high,operational_emissions_offset,EUR,synthetic_carbon_credit_registry,synthetic_carbon_credits_generation_v1
CC-00000063,ENT-GROUP-001,Atlas Banking Group SA,FR,2020,CDM,renewable_energy,carbon_removal,2019,450.38,30.61,13785.79,retired,CDM-2019-866813,True,high,operational_emissions_offset,EUR,synthetic_carbon_credit_registry,synthetic_carbon_credits_generation_v1
CC-00000064,ENT-GROUP-001,Atlas Banking Group SA,FR,2020,VCS,forestry_REDD,avoidance_reduction,2020,531.65,10.74,5711.52,retired,VCS-2020-925602,True,high,client_solution_inventory,EUR,synthetic_carbon_credit_registry,synthetic_carbon_credits_generation_v1
CC-00000065,ENT-GROUP-001,Atlas Banking Group SA,FR,2020,VCS,renewable_energy,avoidance_reduction,2018,463.35,17.68,8192.1,retired,VCS-2018-106583,False,medium,operational_emissions_offset,EUR,synthetic_carbon_credit_registry,synthetic_carbon_credits_generation_v1
CC-00000066,ENT-GROUP-001,Atlas Banking Group SA,FR,2020,CDM,cookstoves,carbon_removal,2016,351.45,29.76,10460.15,purchased,CDM-2016-966889,True,medium,operational_emissions_offset,EUR,synthetic_carbon_credit_registry,synthetic_carbon_credits_generation_v1
CC-00000067,ENT-GROUP-001,Atlas Banking Group SA,FR,2020,VCS,methane_capture,carbon_removal,2015,674.15,27.13,18288.53,purchased,VCS-2015-986119,True,high,operational_emissions_offset,EUR,synthetic_carbon_credit_registry,synthetic_carbon_credits_generation_v1
CC-00000068,ENT-GROUP-001,Atlas Banking Group SA,FR,2020,Gold_Standard,methane_capture,avoidance_reduction,2020,668.21,21.31,14238.52,purchased,GOL-2020-986985,True,medium,operational_emissions_offset,EUR,synthetic_carbon_credit_registry,synthetic_carbon_credits_generation_v1
CC-00000069,ENT-GROUP-001,Atlas Banking Group SA,FR,2020,VCS,cookstoves,carbon_removal,2017,856.05,19.98,17103.43,purchased,VCS-2017-840323,True,high,carbon_neutral_product,EUR,synthetic_carbon_credit_registry,synthetic_carbon_credits_generation_v1
CC-00000070,ENT-GROUP-001,Atlas Banking Group SA,FR,2020,VCS,methane_capture,carbon_removal,2019,1177.55,13.57,15978.76,purchased,VCS-2019-765487,True,medium,client_solution_inventory,EUR,synthetic_carbon_credit_registry,synthetic_carbon_credits_generation_v1
CC-00000071,ENT-GROUP-001,Atlas Banking Group SA,FR,2020,Gold_Standard,renewable_energy,avoidance_reduction,2018,263.61,20.22,5330.79,purchased,GOL-2018-126646,True,high,client_solution_inventory,EUR,synthetic_carbon_credit_registry,synthetic_carbon_credits_generation_v1
CC-00000072,ENT-GROUP-001,Atlas Banking Group SA,FR,2020,Gold_Standard,cookstoves,avoidance_reduction,2019,344.48,12.03,4143.26,purchased,GOL-2019-631287,False,high,operational_emissions_offset,EUR,synthetic_carbon_credit_registry,synthetic_carbon_credits_generation_v1
CC-00000073,ENT-GROUP-001,Atlas Banking Group SA,FR,2020,Gold_Standard,methane_capture,carbon_removal,2018,614.59,20.68,12708.1,purchased,GOL-2018-998868,True,medium,client_solution_inventory,EUR,synthetic_carbon_credit_registry,synthetic_carbon_credits_generation_v1
CC-00000074,ENT-GROUP-001,Atlas Banking Group SA,FR,2020,VCS,renewable_energy,avoidance_reduction,2017,4591.67,10.17,46713.97,purchased,VCS-2017-923767,True,high,operational_emissions_offset,EUR,synthetic_carbon_credit_registry,synthetic_carbon_credits_generation_v1
CC-00000075,ENT-GROUP-001,Atlas Banking Group SA,FR,2020,Gold_Standard,renewable_energy,avoidance_reduction,2020,339.02,21.06,7140.28,purchased,GOL-2020-408962,True,medium,operational_emissions_offset,EUR,synthetic_carbon_credit_registry,synthetic_carbon_credits_generation_v1
CC-00000076,ENT-GROUP-001,Atlas Banking Group SA,FR,2020,CDM,forestry_REDD,avoidance_reduction,2020,267.03,18.2,4859.5,purchased,CDM-2020-918157,True,medium,operational_emissions_offset,EUR,synthetic_carbon_credit_registry,synthetic_carbon_credits_generation_v1
CC-00000077,ENT-GROUP-001,Atlas Banking Group SA,FR,2020,Gold_Standard,renewable_energy,avoidance_reduction,2017,793.72,15.81,12550.04,purchased,GOL-2017-886882,True,medium,operational_emissions_offset,EUR,synthetic_carbon_credit_registry,synthetic_carbon_credits_generation_v1
CC-00000078,ENT-GROUP-001,Atlas Banking Group SA,FR,2020,VCS,blue_carbon,avoidance_reduction,2016,274.13,18.8,5152.56,purchased,VCS-2016-833173,True,medium,operational_emissions_offset,EUR,synthetic_carbon_credit_registry,synthetic_carbon_credits_generation_v1
CC-00000079,ENT-GROUP-001,Atlas Banking Group SA,FR,2020,VCS,blue_carbon,avoidance_reduction,2020,1567.24,21.07,33020.25,purchased,VCS-2020-489674,True,high,operational_emissions_offset,EUR,synthetic_carbon_credit_registry,synthetic_carbon_credits_generation_v1
CC-00000080,ENT-GROUP-001,Atlas Banking Group SA,FR,2020,Gold_Standard,renewable_energy,avoidance_reduction,2019,372.61,9.87,3678.84,purchased,GOL-2019-381312,True,high,carbon_neutral_product,EUR,synthetic_carbon_credit_registry,synthetic_carbon_credits_generation_v1
CC-00000081,ENT-GROUP-001,Atlas Banking Group SA,FR,2020,Gold_Standard,renewable_energy,avoidance_reduction,2016,491.88,9.88,4859.43,purchased,GOL-2016-474948,True,high,operational_emissions_offset,EUR,synthetic_carbon_credit_registry,synthetic_carbon_credits_generation_v1
CC-00000082,ENT-GROUP-001,Atlas Banking Group SA,FR,2020,VCS,renewable_energy,avoidance_reduction,2018,146.62,11.84,1735.53,purchased,VCS-2018-802522,True,high,operational_emissions_offset,EUR,synthetic_carbon_credit_registry,synthetic_carbon_credits_generation_v1
CC-00000083,ENT-GROUP-001,Atlas Banking Group SA,FR,2020,VCS,forestry_REDD,avoidance_reduction,2016,127.28,14.48,1843.34,purchased,VCS-2016-937345,True,high,operational_emissions_offset,EUR,synthetic_carbon_credit_registry,synthetic_carbon_credits_generation_v1
CC-00000084,ENT-GROUP-001,Atlas Banking Group SA,FR,2020,Gold_Standard,cookstoves,avoidance_reduction,2020,1316.88,9.86,12984.81,purchased,GOL-2020-269489,True,high,operational_emissions_offset,EUR,synthetic_carbon_credit_registry,synthetic_carbon_credits_generation_v1
CC-00000085,ENT-GROUP-001,Atlas Banking Group SA,FR,2020,VCS,cookstoves,avoidance_reduction,2016,4323.07,10.55,45600.69,purchased,VCS-2016-868031,True,low,operational_emissions_offset,EUR,synthetic_carbon_credit_registry,synthetic_carbon_credits_generation_v1
CC-00000086,ENT-GROUP-001,Atlas Banking Group SA,FR,2020,CAR,renewable_energy,avoidance_reduction,2020,1954.45,19.13,37395.96,purchased,CAR-2020-986183,True,medium,carbon_neutral_product,EUR,synthetic_carbon_credit_registry,synthetic_carbon_credits_generation_v1
CC-00000087,ENT-GROUP-001,Atlas Banking Group SA,FR,2020,Gold_Standard,renewable_energy,avoidance_reduction,2019,752.62,12.97,9764.1,purchased,GOL-2019-170297,True,high,carbon_neutral_product,EUR,synthetic_carbon_credit_registry,synthetic_carbon_credits_generation_v1
CC-00000088,ENT-GROUP-001,Atlas Banking Group SA,FR,2020,VCS,methane_capture,avoidance_reduction,2015,2528.44,10.06,25445.09,purchased,VCS-2015-901016,True,medium,operational_emissions_offset,EUR,synthetic_carbon_credit_registry,synthetic_carbon_credits_generation_v1
CC-00000089,ENT-GROUP-001,Atlas Banking Group SA,FR,2020,VCS,blue_carbon,avoidance_reduction,2020,4322.9,16.12,69673.17,purchased,VCS-2020-114921,True,low,client_solution_inventory,EUR,synthetic_carbon_credit_registry,synthetic_carbon_credits_generation_v1
CC-00000090,ENT-GROUP-001,Atlas Banking Group SA,FR,2020,VCS,methane_capture,avoidance_reduction,2019,111.52,12.29,1370.7,purchased,VCS-2019-145467,True,medium,operational_emissions_offset,EUR,synthetic_carbon_credit_registry,synthetic_carbon_credits_generation_v1
CC-00000091,ENT-GROUP-001,Atlas Banking Group SA,FR,2020,VCS,forestry_REDD,carbon_removal,2020,181.37,23.56,4273.16,purchased,VCS-2020-328297,True,medium,carbon_neutral_product,EUR,synthetic_carbon_credit_registry,synthetic_carbon_credits_generation_v1
CC-00000092,ENT-GROUP-001,Atlas Banking Group SA,FR,2020,VCS,methane_capture,carbon_removal,2015,648.9,12.85,8336.41,purchased,VCS-2015-477344,True,medium,operational_emissions_offset,EUR,synthetic_carbon_credit_registry,synthetic_carbon_credits_generation_v1
CC-00000093,ENT-GROUP-001,Atlas Banking Group SA,FR,2020,Gold_Standard,cookstoves,avoidance_reduction,2015,693.99,21.09,14637.89,purchased,GOL-2015-714322,True,high,client_solution_inventory,EUR,synthetic_carbon_credit_registry,synthetic_carbon_credits_generation_v1
CC-00000094,ENT-GROUP-001,Atlas Banking Group SA,FR,2020,CAR,forestry_REDD,avoidance_reduction,2020,517.77,13.4,6939.99,purchased,CAR-2020-760144,True,medium,carbon_neutral_product,EUR,synthetic_carbon_credit_registry,synthetic_carbon_credits_generation_v1
CC-00000095,ENT-GROUP-001,Atlas Banking Group SA,FR,2020,CDM,renewable_energy,avoidance_reduction,2019,202.58,18.93,3835.84,purchased,CDM-2019-913575,True,high,carbon_neutral_product,EUR,synthetic_carbon_credit_registry,synthetic_carbon_credits_generation_v1
CC-00000096,ENT-GROUP-001,Atlas Banking Group SA,FR,2020,Gold_Standard,blue_carbon,avoidance_reduction,2019,447.04,13.61,6083.83,purchased,GOL-2019-747380,True,medium,operational_emissions_offset,EUR,synthetic_carbon_credit_registry,synthetic_carbon_credits_generation_v1
CC-00000097,ENT-GROUP-001,Atlas Banking Group SA,FR,2020,VCS,methane_capture,carbon_removal,2018,1487.62,20.07,29854.48,purchased,VCS-2018-520875,True,high,operational_emissions_offset,EUR,synthetic_carbon_credit_registry,synthetic_carbon_credits_generation_v1
CC-00000098,ENT-GROUP-001,Atlas Banking Group SA,FR,2020,VCS,renewable_energy,carbon_removal,2019,88.57,27.52,2437.53,purchased,VCS-2019-319236,False,high,operational_emissions_offset,EUR,synthetic_carbon_credit_registry,synthetic_carbon_credits_generation_v1
CC-00000099,ENT-GROUP-001,Atlas Banking Group SA,FR,2020,Gold_Standard,renewable_energy,avoidance_reduction,2017,698.72,14.76,10310.04,purchased,GOL-2017-333495,False,medium,operational_emissions_offset,EUR,synthetic_carbon_credit_registry,synthetic_carbon_credits_generation_v1
