emissions_id,counterparty_id,reporting_year,scope_1_tco2e,scope_2_location_tco2e,scope_2_market_tco2e,scope_3_tco2e,total_ghg_tco2e,pcaf_data_quality_score,data_source,verification_status,gwp_basis
EM000033,CP00011,2024,3252.4,1182.7,901.6,8400.8,12835.9,3,estimated_physical,self_reported,IPCC_AR6
EM000034,CP00012,2022,2986.5,1086.0,1073.0,9470.9,13543.4,3,estimated_physical,self_reported,IPCC_AR6
EM000035,CP00012,2023,2944.8,1070.8,881.1,8338.8,12354.4,3,estimated_physical,self_reported,IPCC_AR6
EM000036,CP00012,2024,2903.6,1055.9,915.2,8899.2,12858.7,4,estimated_economic,modeled,IPCC_AR6
EM000037,CP00013,2022,420658.6,152966.8,124596.2,807596.4,1381221.8,1,reported,third_party_verified,IPCC_AR6
EM000038,CP00013,2023,413363.2,150313.9,142478.7,1047411.4,1611088.5,1,reported,third_party_verified,IPCC_AR6
EM000039,CP00013,2024,406194.4,147707.1,128177.9,1197176.1,1751077.6,2,reported,self_reported,IPCC_AR6
EM000040,CP00014,2022,1569.9,570.9,563.4,5256.0,7396.8,4,estimated_economic,modeled,IPCC_AR6
EM000041,CP00014,2023,1508.3,548.5,491.5,8642.5,10699.3,4,estimated_economic,modeled,IPCC_AR6
EM000042,CP00014,2024,1449.2,527.0,446.7,8546.4,10522.6,4,estimated_economic,modeled,IPCC_AR6
EM000043,CP00015,2022,467572.1,170026.2,169737.1,885562.2,1523160.5,3,estimated_physical,self_reported,IPCC_AR6
EM000044,CP00015,2023,452302.3,164473.6,143802.5,821584.2,1438360.1,4,estimated_economic,modeled,IPCC_AR6
EM000045,CP00015,2024,437531.3,159102.3,141346.3,1116194.4,1712828.0,4,estimated_economic,modeled,IPCC_AR6
EM000046,CP00016,2022,509555.5,185292.9,161682.7,965248.9,1660097.3,2,reported,self_reported,IPCC_AR6
EM000047,CP00016,2023,499786.0,181740.4,130408.4,1480890.4,2162416.8,1,reported,third_party_verified,IPCC_AR6
EM000048,CP00016,2024,490203.8,178255.9,132025.1,1073048.7,1741508.4,3,estimated_physical,self_reported,IPCC_AR6
EM000049,CP00017,2022,62312.6,22659.1,18281.3,145562.9,230534.6,4,estimated_economic,modeled,IPCC_AR6
EM000050,CP00017,2023,60329.8,21938.1,21519.0,129411.1,211679.0,3,estimated_physical,self_reported,IPCC_AR6
EM000051,CP00017,2024,58410.1,21240.0,16035.7,144563.0,224213.1,4,estimated_economic,modeled,IPCC_AR6
EM000052,CP00018,2022,54968.8,19988.7,18950.2,138462.2,213419.7,4,estimated_economic,modeled,IPCC_AR6
EM000053,CP00018,2023,54011.2,19640.4,17787.0,147285.9,220937.5,3,estimated_physical,self_reported,IPCC_AR6
EM000054,CP00018,2024,53070.2,19298.3,16867.0,144984.1,217352.6,2,reported,self_reported,IPCC_AR6
EM000055,CP00019,2022,354.6,129.0,109.1,1711.1,2194.7,4,estimated_economic,modeled,IPCC_AR6
EM000056,CP00019,2023,340.6,123.8,90.5,1469.7,1934.1,5,estimated_economic,modeled,IPCC_AR6
EM000057,CP00019,2024,327.1,118.9,90.0,1237.5,1683.5,4,estimated_economic,modeled,IPCC_AR6
EM000058,CP00020,2022,11249297.5,4090653.6,3516443.2,33102532.6,48442483.7,3,estimated_physical,self_reported,IPCC_AR6
EM000059,CP00020,2023,11006344.7,4002307.2,2938454.0,27844078.8,42852730.7,4,estimated_economic,modeled,IPCC_AR6
EM000060,CP00020,2024,10768639.1,3915868.7,3703054.6,25805535.9,40490043.7,2,reported,self_reported,IPCC_AR6
EM000061,CP00021,2022,297.6,108.2,102.3,1259.7,1665.5,4,estimated_economic,modeled,IPCC_AR6
EM000062,CP00021,2023,290.0,105.5,98.0,1707.9,2103.4,4,estimated_economic,modeled,IPCC_AR6
EM000063,CP00021,2024,282.6,102.7,72.8,1220.7,1606.0,5,estimated_economic,modeled,IPCC_AR6
EM000064,CP00022,2022,11763.6,4277.7,3285.2,35056.0,51097.3,3,estimated_physical,self_reported,IPCC_AR6
EM000065,CP00022,2023,11371.5,4135.1,2992.1,21637.5,37144.1,3,estimated_physical,self_reported,IPCC_AR6
EM000066,CP00022,2024,10992.5,3997.3,2891.3,30070.8,45060.6,5,estimated_economic,modeled,IPCC_AR6
EM000067,CP00023,2022,191273.3,69553.9,65235.8,340619.0,601446.2,2,reported,self_reported,IPCC_AR6
EM000068,CP00023,2023,187968.1,68352.0,50285.0,465107.6,721427.7,2,reported,self_reported,IPCC_AR6
EM000069,CP00023,2024,184720.0,67170.9,60472.3,386212.6,638103.5,2,reported,self_reported,IPCC_AR6
EM000070,CP00024,2022,1320.9,480.3,466.1,7893.2,9694.4,4,estimated_economic,modeled,IPCC_AR6
EM000071,CP00024,2023,1299.1,472.4,343.5,5027.6,6799.1,4,estimated_economic,modeled,IPCC_AR6
EM000072,CP00024,2024,1277.6,464.6,457.5,7363.1,9105.3,5,estimated_economic,modeled,IPCC_AR6
EM000073,CP00025,2022,9571.3,3480.5,2688.8,23502.2,36554.0,5,estimated_economic,modeled,IPCC_AR6
EM000074,CP00025,2023,9234.5,3358.0,2933.0,23621.7,36214.2,3,estimated_physical,self_reported,IPCC_AR6
EM000075,CP00025,2024,8909.6,3239.9,2454.1,15491.9,27641.4,4,estimated_economic,modeled,IPCC_AR6
EM000076,CP00026,2022,3197.5,1162.7,848.3,15600.6,19960.8,4,estimated_economic,modeled,IPCC_AR6
EM000077,CP00026,2023,3156.1,1147.7,1047.1,12478.6,16782.4,3,estimated_physical,self_reported,IPCC_AR6
EM000078,CP00026,2024,3115.2,1132.8,942.4,13676.7,17924.7,3,estimated_physical,self_reported,IPCC_AR6
EM000079,CP00027,2022,1005.2,365.5,279.3,4379.6,5750.3,4,estimated_economic,modeled,IPCC_AR6
EM000080,CP00027,2023,970.4,352.9,351.3,3874.4,5197.7,3,estimated_physical,self_reported,IPCC_AR6
EM000081,CP00027,2024,936.8,340.7,252.4,3461.5,4739.0,3,estimated_physical,self_reported,IPCC_AR6
EM000082,CP00028,2022,88392.8,32142.8,25663.9,224401.5,344937.1,2,reported,self_reported,IPCC_AR6
EM000083,CP00028,2023,86725.9,31536.7,27756.0,163791.4,282054.0,3,estimated_physical,self_reported,IPCC_AR6
EM000084,CP00028,2024,85090.4,30942.0,25780.5,185300.0,301332.4,4,estimated_economic,modeled,IPCC_AR6
EM000085,CP00029,2022,13566.4,4933.2,3556.3,40399.3,58898.9,2,reported,self_reported,IPCC_AR6
EM000086,CP00029,2023,13142.0,4778.9,4318.9,38858.7,56779.6,3,estimated_physical,self_reported,IPCC_AR6
EM000087,CP00029,2024,12730.9,4629.4,3923.4,25235.6,42595.9,4,estimated_economic,modeled,IPCC_AR6
EM000088,CP00030,2022,364716.6,132624.2,98541.1,980374.2,1477715.0,2,reported,self_reported,IPCC_AR6
EM000089,CP00030,2023,354920.9,129062.2,94282.1,819225.7,1303208.8,3,estimated_physical,self_reported,IPCC_AR6
EM000090,CP00030,2024,345388.4,125595.8,90355.3,1064101.0,1535085.2,4,estimated_economic,modeled,IPCC_AR6
EM000091,CP00031,2022,5038808.4,1832294.0,1350086.7,13072668.8,19943771.2,3,estimated_physical,self_reported,IPCC_AR6
EM000092,CP00031,2023,4888445.1,1777616.4,1392861.1,14433075.5,21099137.0,3,estimated_physical,self_reported,IPCC_AR6
EM000093,CP00031,2024,4742568.7,1724570.4,1348427.5,13132000.1,19599139.2,2,reported,self_reported,IPCC_AR6
EM000094,CP00032,2022,1669.1,606.9,534.6,3851.6,6127.6,4,estimated_economic,modeled,IPCC_AR6
EM000095,CP00032,2023,1634.5,594.4,465.8,3782.0,6010.9,4,estimated_economic,modeled,IPCC_AR6
EM000096,CP00032,2024,1600.7,582.1,451.2,4560.8,6743.6,3,estimated_physical,self_reported,IPCC_AR6
EM000097,CP00033,2022,7917.9,2879.2,2061.1,15174.0,25971.1,3,estimated_physical,self_reported,IPCC_AR6
EM000098,CP00033,2023,7750.5,2818.4,2794.8,14095.6,24664.5,4,estimated_economic,modeled,IPCC_AR6
EM000099,CP00033,2024,7586.6,2758.7,2057.5,17310.2,27655.5,4,estimated_economic,modeled,IPCC_AR6
EM000100,CP00034,2022,92397.8,33599.2,31256.4,169168.4,295165.4,5,estimated_economic,modeled,IPCC_AR6
EM000101,CP00034,2023,88968.9,32352.3,29072.7,256733.8,378055.0,4,estimated_economic,modeled,IPCC_AR6
EM000102,CP00034,2024,85667.3,31151.7,25017.5,209044.1,325863.1,4,estimated_economic,modeled,IPCC_AR6
EM000103,CP00035,2022,2207.8,802.8,665.6,6890.6,9901.2,3,estimated_physical,self_reported,IPCC_AR6
EM000104,CP00035,2023,2155.6,783.9,622.7,6608.4,9547.9,4,estimated_economic,modeled,IPCC_AR6
EM000105,CP00035,2024,2104.8,765.4,543.3,4783.0,7653.2,4,estimated_economic,modeled,IPCC_AR6
EM000106,CP00036,2022,12548.4,4563.0,3866.9,27160.7,44272.1,4,estimated_economic,modeled,IPCC_AR6
EM000107,CP00036,2023,12370.3,4498.3,3806.6,23704.6,40573.2,4,estimated_economic,modeled,IPCC_AR6
EM000108,CP00036,2024,12194.8,4434.5,3982.3,22917.4,39546.7,3,estimated_physical,self_reported,IPCC_AR6
EM000109,CP00037,2022,125590.7,45669.3,38910.5,303812.5,475072.5,4,estimated_economic,modeled,IPCC_AR6
EM000110,CP00037,2023,122723.0,44626.5,44236.5,281598.3,448947.8,3,estimated_physical,self_reported,IPCC_AR6
EM000111,CP00037,2024,119920.8,43607.6,43317.0,315003.9,478532.3,3,estimated_physical,self_reported,IPCC_AR6
EM000112,CP00038,2022,616773.2,224281.2,180470.8,1100711.4,1941765.8,4,estimated_economic,modeled,IPCC_AR6
EM000113,CP00038,2023,592623.1,215499.3,208474.6,1665881.1,2474003.5,2,reported,self_reported,IPCC_AR6
EM000114,CP00038,2024,569418.5,207061.3,166382.6,1264541.6,2041021.4,2,reported,self_reported,IPCC_AR6
EM000115,CP00039,2022,293.8,106.8,95.5,1537.7,1938.3,4,estimated_economic,modeled,IPCC_AR6
EM000116,CP00039,2023,285.2,103.7,74.6,1436.7,1825.6,5,estimated_economic,modeled,IPCC_AR6
EM000117,CP00039,2024,276.8,100.6,71.0,1166.3,1543.7,4,estimated_economic,modeled,IPCC_AR6
EM000118,CP00040,2022,1287265.4,468096.5,454251.6,3848522.1,5603884.0,3,estimated_physical,self_reported,IPCC_AR6
EM000119,CP00040,2023,1253574.1,455845.1,399501.2,2646092.7,4355511.9,3,estimated_physical,self_reported,IPCC_AR6
EM000120,CP00040,2024,1220764.7,443914.4,362718.1,3869756.3,5534435.4,3,estimated_physical,self_reported,IPCC_AR6
EM000121,CP00041,2022,836202.1,304073.5,243499.1,1559966.8,2700242.4,3,estimated_physical,self_reported,IPCC_AR6
EM000122,CP00041,2023,823031.8,299284.3,239984.7,2023524.7,3145840.8,4,estimated_economic,modeled,IPCC_AR6
EM000123,CP00041,2024,810068.9,294570.5,244728.4,2125341.8,3229981.2,3,estimated_physical,self_reported,IPCC_AR6
EM000124,CP00042,2022,3030.2,1101.9,948.5,16954.1,21086.2,4,estimated_economic,modeled,IPCC_AR6
EM000125,CP00042,2023,2986.0,1085.8,1084.6,12433.0,16504.8,2,reported,self_reported,IPCC_AR6
EM000126,CP00042,2024,2942.5,1070.0,987.5,13218.2,17230.7,3,estimated_physical,self_reported,IPCC_AR6
EM000127,CP00043,2022,42.7,15.5,11.2,154.2,212.4,4,estimated_economic,modeled,IPCC_AR6
EM000128,CP00043,2023,42.1,15.3,11.7,237.2,294.6,4,estimated_economic,modeled,IPCC_AR6
EM000129,CP00043,2024,41.5,15.1,11.9,233.2,289.8,4,estimated_economic,modeled,IPCC_AR6
EM000130,CP00044,2022,61873.5,22499.4,18465.0,155511.4,239884.3,3,estimated_physical,self_reported,IPCC_AR6
EM000131,CP00044,2023,60202.1,21891.7,20338.1,158848.3,240942.1,3,estimated_physical,self_reported,IPCC_AR6
EM000132,CP00044,2024,58575.9,21300.3,19404.6,116223.8,196100.0,2,reported,self_reported,IPCC_AR6
EM000133,CP00045,2022,16273.2,5917.5,5459.9,33063.9,55254.6,5,estimated_economic,modeled,IPCC_AR6
EM000134,CP00045,2023,15903.9,5783.2,4972.5,38270.8,59957.9,5,estimated_economic,modeled,IPCC_AR6
EM000135,CP00045,2024,15543.0,5652.0,4691.8,40770.2,61965.2,5,estimated_economic,modeled,IPCC_AR6
EM000136,CP00046,2022,4764.7,1732.6,1289.6,11851.4,18348.7,4,estimated_economic,modeled,IPCC_AR6
EM000137,CP00046,2023,4663.7,1695.9,1339.9,9046.6,15406.2,4,estimated_economic,modeled,IPCC_AR6
EM000138,CP00046,2024,4564.8,1659.9,1575.4,10770.1,16994.8,4,estimated_economic,modeled,IPCC_AR6
EM000139,CP00047,2022,980.1,356.4,318.6,2279.3,3615.8,5,estimated_economic,modeled,IPCC_AR6
EM000140,CP00047,2023,946.9,344.3,282.9,1984.5,3275.7,4,estimated_economic,modeled,IPCC_AR6
EM000141,CP00047,2024,914.8,332.6,257.3,1724.7,2972.1,3,estimated_physical,self_reported,IPCC_AR6
EM000142,CP00048,2022,219.8,79.9,71.4,1086.6,1386.3,4,estimated_economic,modeled,IPCC_AR6
EM000143,CP00048,2023,214.1,77.8,57.6,737.8,1029.7,3,estimated_physical,self_reported,IPCC_AR6
EM000144,CP00048,2024,208.5,75.8,68.0,850.8,1135.1,5,estimated_economic,modeled,IPCC_AR6
EM000145,CP00049,2022,17605.2,6401.9,4519.6,55237.7,79244.8,4,estimated_economic,modeled,IPCC_AR6
EM000146,CP00049,2023,17351.2,6309.5,5555.4,51777.9,75438.6,3,estimated_physical,self_reported,IPCC_AR6
EM000147,CP00049,2024,17100.9,6218.5,5112.2,51222.1,74541.5,5,estimated_economic,modeled,IPCC_AR6
EM000148,CP00050,2022,250388.4,91050.3,83517.7,463513.6,804952.3,3,estimated_physical,self_reported,IPCC_AR6
EM000149,CP00050,2023,245311.2,89204.1,82098.5,472270.4,806785.7,1,reported,third_party_verified,IPCC_AR6
EM000150,CP00050,2024,240337.0,87395.3,82911.4,743156.0,1070888.3,2,reported,self_reported,IPCC_AR6
EM000151,CP00051,2022,34215.6,12442.0,9598.0,71477.2,118134.8,4,estimated_economic,modeled,IPCC_AR6
EM000152,CP00051,2023,33803.2,12292.1,9818.8,64167.4,110262.7,4,estimated_economic,modeled,IPCC_AR6
EM000153,CP00051,2024,33395.7,12143.9,11227.2,86118.7,131658.3,3,estimated_physical,self_reported,IPCC_AR6
EM000154,CP00052,2022,288256.7,104820.6,103874.8,556526.8,949604.1,2,reported,self_reported,IPCC_AR6
EM000155,CP00052,2023,280383.3,101957.6,89400.9,663221.3,1045562.2,3,estimated_physical,self_reported,IPCC_AR6
EM000156,CP00052,2024,272724.9,99172.7,97646.8,665543.2,1037440.8,3,estimated_physical,self_reported,IPCC_AR6
EM000157,CP00053,2022,552.0,200.7,193.4,2923.3,3676.0,5,estimated_economic,modeled,IPCC_AR6
EM000158,CP00053,2023,536.9,195.2,178.5,3234.2,3966.3,4,estimated_economic,modeled,IPCC_AR6
EM000159,CP00053,2024,522.2,189.9,188.0,2972.9,3685.0,3,estimated_physical,self_reported,IPCC_AR6
EM000160,CP00054,2022,1195.9,434.9,394.5,6263.4,7894.2,4,estimated_economic,modeled,IPCC_AR6
EM000161,CP00054,2023,1178.2,428.4,370.9,6597.5,8204.1,3,estimated_physical,self_reported,IPCC_AR6
EM000162,CP00054,2024,1160.8,422.1,341.4,4906.1,6489.0,4,estimated_economic,modeled,IPCC_AR6
EM000163,CP00055,2022,905329.7,329210.8,268814.2,2711432.6,3945973.1,4,estimated_economic,modeled,IPCC_AR6
EM000164,CP00055,2023,872431.5,317247.8,315153.3,2667941.8,3857621.1,3,estimated_physical,self_reported,IPCC_AR6
EM000165,CP00055,2024,840728.7,305719.5,289459.0,1760917.4,2907365.6,2,reported,self_reported,IPCC_AR6
EM000166,CP00056,2022,21389.9,7778.1,6917.9,125991.7,155159.7,3,estimated_physical,self_reported,IPCC_AR6
EM000167,CP00056,2023,20669.3,7516.1,6177.4,121109.3,149294.7,3,estimated_physical,self_reported,IPCC_AR6
EM000168,CP00056,2024,19973.0,7262.9,6877.7,68665.8,95901.7,3,estimated_physical,self_reported,IPCC_AR6
EM000169,CP00057,2022,311.4,113.2,103.6,1408.5,1833.1,5,estimated_economic,modeled,IPCC_AR6
EM000170,CP00057,2023,303.3,110.3,104.5,1774.8,2188.4,5,estimated_economic,modeled,IPCC_AR6
EM000171,CP00057,2024,295.5,107.4,86.5,1578.1,1981.0,4,estimated_economic,modeled,IPCC_AR6
EM000172,CP00058,2022,137728.3,50083.0,35469.0,386291.9,574103.2,2,reported,self_reported,IPCC_AR6
EM000173,CP00058,2023,135580.2,49301.9,43831.7,243354.2,428236.3,2,reported,self_reported,IPCC_AR6
EM000174,CP00058,2024,133465.5,48532.9,39806.6,384799.4,566797.8,1,reported,third_party_verified,IPCC_AR6
EM000175,CP00059,2022,2916621.4,1060589.6,906708.4,5364504.4,9341715.4,1,reported,third_party_verified,IPCC_AR6
EM000176,CP00059,2023,2827406.8,1028147.9,955096.8,8895681.4,12751236.1,3,estimated_physical,self_reported,IPCC_AR6
EM000177,CP00059,2024,2740921.1,996698.6,934696.7,8128266.1,11865885.8,2,reported,self_reported,IPCC_AR6
EM000178,CP00060,2022,131503.9,47819.6,43336.0,368327.9,547651.4,2,reported,self_reported,IPCC_AR6
EM000179,CP00060,2023,128131.0,46593.1,35392.1,376165.3,550889.4,3,estimated_physical,self_reported,IPCC_AR6
EM000180,CP00060,2024,124844.5,45398.0,43714.5,290715.7,460958.2,1,reported,third_party_verified,IPCC_AR6
EM000181,CP00061,2022,755733.8,274812.3,268473.4,1548340.0,2578886.1,3,estimated_physical,self_reported,IPCC_AR6
EM000182,CP00061,2023,745554.3,271110.6,263534.0,1991519.7,3008184.6,2,reported,self_reported,IPCC_AR6
EM000183,CP00061,2024,735511.8,267458.8,243488.7,2318926.0,3321896.6,1,reported,third_party_verified,IPCC_AR6
EM000184,CP00062,2022,2148.7,781.4,567.9,5049.2,7979.3,4,estimated_economic,modeled,IPCC_AR6
EM000185,CP00062,2023,2088.7,759.5,558.4,4720.5,7568.7,5,estimated_economic,modeled,IPCC_AR6
EM000186,CP00062,2024,2030.2,738.3,720.6,5636.9,8405.4,4,estimated_economic,modeled,IPCC_AR6
EM000187,CP00063,2022,1377.0,500.7,379.1,5067.7,6945.4,4,estimated_economic,modeled,IPCC_AR6
EM000188,CP00063,2023,1349.7,490.8,386.0,7840.7,9681.2,4,estimated_economic,modeled,IPCC_AR6
EM000189,CP00063,2024,1323.0,481.1,460.4,6292.3,8096.4,2,reported,self_reported,IPCC_AR6
EM000190,CP00064,2022,2228742.7,810451.9,669027.5,4758177.1,7797371.7,3,estimated_physical,self_reported,IPCC_AR6
EM000191,CP00064,2023,2206134.9,802230.9,631402.2,5117850.0,8126215.8,2,reported,self_reported,IPCC_AR6
EM000192,CP00064,2024,2183756.3,794093.2,772016.2,4594057.7,7571907.2,3,estimated_physical,self_reported,IPCC_AR6
EM000193,CP00065,2022,230.0,83.6,61.9,1070.0,1383.6,3,estimated_physical,self_reported,IPCC_AR6
EM000194,CP00065,2023,225.5,82.0,74.3,962.1,1269.6,4,estimated_economic,modeled,IPCC_AR6
EM000195,CP00065,2024,221.1,80.4,74.0,1190.3,1491.8,5,estimated_economic,modeled,IPCC_AR6
EM000196,CP00066,2022,10710.9,3894.9,3000.8,37586.3,52192.1,3,estimated_physical,self_reported,IPCC_AR6
EM000197,CP00066,2023,10313.1,3750.2,3681.9,61277.7,75341.0,4,estimated_economic,modeled,IPCC_AR6
EM000198,CP00066,2024,9930.0,3610.9,3338.2,60678.7,74219.6,3,estimated_physical,self_reported,IPCC_AR6
EM000199,CP00067,2022,2171.4,789.6,646.2,5712.5,8673.5,4,estimated_economic,modeled,IPCC_AR6
EM000200,CP00067,2023,2101.0,764.0,663.1,4757.5,7622.5,5,estimated_economic,modeled,IPCC_AR6
EM000201,CP00067,2024,2033.0,739.3,629.2,5231.1,8003.4,4,estimated_economic,modeled,IPCC_AR6
EM000202,CP00068,2022,2382374.7,866318.1,744277.4,4556204.3,7804897.1,3,estimated_physical,self_reported,IPCC_AR6
EM000203,CP00068,2023,2349824.1,854481.5,609457.8,4528130.5,7732436.1,2,reported,self_reported,IPCC_AR6
EM000204,CP00068,2024,2317718.2,842806.6,801038.1,4418733.6,7579258.4,4,estimated_economic,modeled,IPCC_AR6
EM000205,CP00069,2022,336040.0,122196.4,108006.9,717396.4,1175632.8,4,estimated_economic,modeled,IPCC_AR6
EM000206,CP00069,2023,331936.0,120704.0,95827.3,942617.8,1395257.8,3,estimated_physical,self_reported,IPCC_AR6
EM000207,CP00069,2024,327882.1,119229.8,119035.4,994415.1,1441527.0,3,estimated_physical,self_reported,IPCC_AR6
EM000208,CP00070,2022,2840961.4,1033076.9,970540.7,8450348.1,12324386.4,3,estimated_physical,self_reported,IPCC_AR6
EM000209,CP00070,2023,2740215.0,996441.8,766222.1,4922970.5,8659627.3,2,reported,self_reported,IPCC_AR6
EM000210,CP00070,2024,2643041.4,961105.9,876325.7,4680818.6,8284965.9,3,estimated_physical,self_reported,IPCC_AR6
EM000211,CP00071,2022,6195.2,2252.8,1817.9,19104.2,27552.2,3,estimated_physical,self_reported,IPCC_AR6
EM000212,CP00071,2023,6132.3,2229.9,1890.7,16939.7,25301.9,4,estimated_economic,modeled,IPCC_AR6
EM000213,CP00071,2024,6070.1,2207.3,1627.0,17991.0,26268.4,5,estimated_economic,modeled,IPCC_AR6
EM000214,CP00072,2022,59036.0,21467.6,18303.7,227774.9,308278.5,1,reported,third_party_verified,IPCC_AR6
EM000215,CP00072,2023,58212.1,21168.0,18536.9,239955.1,319335.2,3,estimated_physical,self_reported,IPCC_AR6
EM000216,CP00072,2024,57399.8,20872.6,17904.6,287686.3,365958.7,3,estimated_physical,self_reported,IPCC_AR6
EM000217,CP00073,2022,14464.0,5259.6,4749.8,26488.4,46212.0,4,estimated_economic,modeled,IPCC_AR6
EM000218,CP00073,2023,14066.2,5115.0,4626.0,42550.8,61732.0,2,reported,self_reported,IPCC_AR6
EM000219,CP00073,2024,13679.2,4974.3,4363.0,37215.4,55868.9,3,estimated_physical,self_reported,IPCC_AR6
EM000220,CP00074,2022,5958.5,2166.7,2056.7,11587.2,19712.4,3,estimated_physical,self_reported,IPCC_AR6
EM000221,CP00074,2023,5869.8,2134.5,2105.8,15786.9,23791.2,4,estimated_economic,modeled,IPCC_AR6
EM000222,CP00074,2024,5782.4,2102.7,2083.6,14995.4,22880.5,3,estimated_physical,self_reported,IPCC_AR6
EM000223,CP00075,2022,95542.5,34742.7,31973.6,209877.6,340162.8,4,estimated_economic,modeled,IPCC_AR6
EM000224,CP00075,2023,94446.3,34344.1,26218.6,295444.5,424234.9,3,estimated_physical,self_reported,IPCC_AR6
EM000225,CP00075,2024,93362.7,33950.1,27056.6,167107.8,294420.6,3,estimated_physical,self_reported,IPCC_AR6
EM000226,CP00076,2022,31981.7,11629.7,9532.4,99785.2,143396.6,2,reported,self_reported,IPCC_AR6
EM000227,CP00076,2023,30770.3,11189.2,10737.8,60935.8,102895.3,3,estimated_physical,self_reported,IPCC_AR6
EM000228,CP00076,2024,29604.8,10765.4,8062.0,54755.0,95125.2,3,estimated_physical,self_reported,IPCC_AR6
EM000229,CP00077,2022,189490.5,68905.7,50727.0,535594.1,793990.3,3,estimated_physical,self_reported,IPCC_AR6
EM000230,CP00077,2023,183530.7,66738.4,62861.3,448009.9,698279.0,3,estimated_physical,self_reported,IPCC_AR6
EM000231,CP00077,2024,177758.3,64639.4,47793.5,386602.4,629000.1,3,estimated_physical,self_reported,IPCC_AR6
